participantId,trialId,trialOrder,responseId,responsePrompt,answer,startTime,endTime,duration,cleanedDuration,configHash,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_4,13,param-sigma,parameter sigma,0.6,2025-03-05T04:48:19.714Z,2025-03-05T04:48:23.162Z,3448,3448,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_4,13,param-lambda,parameter lambda,-0.4,2025-03-05T04:48:19.714Z,2025-03-05T04:48:23.162Z,3448,3448,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_4,13,param-p,parameter p,4.3,2025-03-05T04:48:19.714Z,2025-03-05T04:48:23.162Z,3448,3448,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_4,13,param-q,parameter q,46.4,2025-03-05T04:48:19.714Z,2025-03-05T04:48:23.162Z,3448,3448,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_5,14,location-x,The x-axis location of your click,0.57,2025-03-05T04:48:23.289Z,2025-03-05T04:48:25.865Z,2576,2576,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_5,14,location-y,The y-axis location of your click,0.247308375,2025-03-05T04:48:23.289Z,2025-03-05T04:48:25.865Z,2576,2576,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_5,14,pixel-x,The Pixel x-axis location of your click,347.995,2025-03-05T04:48:23.289Z,2025-03-05T04:48:25.865Z,2576,2576,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_5,14,pixel-y,The y-axis location of your click,312.3131918,2025-03-05T04:48:23.289Z,2025-03-05T04:48:25.865Z,2576,2576,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_5,14,param-mu,parameter mu,0.5,2025-03-05T04:48:23.289Z,2025-03-05T04:48:25.865Z,2576,2576,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_5,14,param-sigma,parameter sigma,1.3,2025-03-05T04:48:23.289Z,2025-03-05T04:48:25.865Z,2576,2576,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_5,14,param-lambda,parameter lambda,0,2025-03-05T04:48:23.289Z,2025-03-05T04:48:25.865Z,2576,2576,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_5,14,param-p,parameter p,4,2025-03-05T04:48:23.289Z,2025-03-05T04:48:25.865Z,2576,2576,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_5,14,param-q,parameter q,38.2,2025-03-05T04:48:23.289Z,2025-03-05T04:48:25.865Z,2576,2576,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_6,15,location-x,The x-axis location of your click,1.17,2025-03-05T04:48:26.003Z,2025-03-05T04:48:29.546Z,3543,3543,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_6,15,location-y,The y-axis location of your click,0.596352893,2025-03-05T04:48:26.003Z,2025-03-05T04:48:29.546Z,3543,3543,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_6,15,pixel-x,The Pixel x-axis location of your click,380.095,2025-03-05T04:48:26.003Z,2025-03-05T04:48:29.546Z,3543,3543,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_6,15,pixel-y,The y-axis location of your click,174.4406071,2025-03-05T04:48:26.003Z,2025-03-05T04:48:29.546Z,3543,3543,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
0c671e0c-0be6-4ae5-a78e-638e59d43ddd,task2_test_6,15,param-mu,parameter mu,1.1,2025-03-05T04:48:26.003Z,2025-03-05T04:48:29.546Z,3543,3543,b62832e330b93c17f71a9ad1ca1cd22ab15e82b9429d336e064c7fe57c756f7d,,,,,,,,,
