ResponseId,Exp,Condition,Strategy_Response,r1_highlow,r2_highlow,r1_mental_averaging,r2_mental_averaging,r1_start_end,r2_start_end,r1_variability,r2_variability,r1_number_of_points,r2_number_of_points,r1_equal_area,r2_equal_area,r1_unknown,r2_unknown,r1_other_na,r2_other_na
232,1,line,"I tried breaking the chart into chunks of 'bear'"" vs '""bull'"" and estimated the middle of each movement then tried to average the middle of each segment while giving greater weight to segments that lasted longer.""",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
233,1,line,"I tried to find out the relatively stable parts of the graph, these were useful when they extended over a long period of time.
 
 I also considered the effect of the crests and troughs and the depth of these extreme occurrences.
 
 Using these as a metric, I tried to estimate the average.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
234,1,line,Just a slightly educated guess on how averages work. So I looked at what the most common closing cost was.,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31,1,line,I looked at the lines and found the place where the area above and below the average line are about the same.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
32,1,line,I placed it more or less where most on points where an average influenced by the extremes,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33,1,line,I did my best to try to have the same amount of blue line above and below the average marker.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34,1,line,i made my decision based on calculating ups and downs variations in the stock prices,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36,1,line,"I took decision based on graph,its very difficult to take decision since no values are presented on the graph.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
69,1,line,The peaks and lows of the graphs,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70,1,line,i made decision to where the stock price start and where the price go to top down. its make easy to take decisions.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71,1,line,I took the graph as a whole and chose an average between the highs and lows.,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72,1,line,"tried to make it symmetrical, balanced, tried to imagine smoother lines without jagged edges. my final strategy was to imagine the mountains above the red line filling in the valleys below the red line.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
73,1,line,based on rating and prize,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
74,1,line,"I have noticed up and down curve interval, then I subtract the down curve from up curve in my mind, after that I guess the average stock price.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
75,1,line,I went by the past and tried to look for ups and downs of the prices,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76,1,line,I made it based on the number of ups and down.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77,1,line,I made my decision in the graph.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
78,1,line,prediction of the chart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
79,1,line,i just tried to find the average,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
80,1,line,"I considered the graphs visually. If the highs and lows of the stock make a landscape, the average is situated where the peaks are large enough to fill the valleys.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81,1,line,I tried to make sure all the content of the stock price above the average line was the same amount as the below the average line so they balanced each other out,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
82,1,line,The price it probably spent the most time at approximately.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
83,1,line,highs/lows and the amount of time spent at each,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
84,1,line,"I just kind of visually eyeballed it. I made note of it was way up or way down for a long period, and adjusted accordingly.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
85,1,line,I tried my best to guess,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
86,1,line,i dont know,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
26,1,line,"idk, just guessed",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
27,1,line,I tried to figure out what would be the mean value of all the data points. I tried to make estimations based on the sizes of the peaks and how many data points there were.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28,1,line,"It was easier to make the average when the stock prices were not changing much and the graph was more even. When the prices were more ""jumping"", I tried to find the phase where these trends stayed the longest and put my average around it...",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29,1,line,The price it probably spent the most time at approximately.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22,1,line,I looked at the areas of the graph that lasted the longest without a major change. I focused on that spot and then looked at the highest and lowest points of the whole graph. I set the average near the point with the longest line and add or decreased the amount depending on if there were a lot of high of low points.,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30BXRYBRP5XZ1NX8WUSLUFS2TOYHW2,2,line,Test judgements,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30IQTZXKAL63FNW28RHMQ67SG9D0XN,2,line,the two extreme points and how long it was at those points,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30IQTZXKAL63FNW28RHMQ67SI5RX0S,2,point,My strategy was to try to put the red bar between an even amount of blue balls. So I tried to put an equal amount of balls above and below the red bar.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30LB5CDZNDASKIWH9957NRN3QGS0ZH,2,point,"I considered the angle of the slope, and how many dots were represented. I tried to gauge a spot that had an equal number of plot points above and below the line.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30LSNF239VVDL2ALOSLZ6KDSR3H2IH,2,point_arc,te stoks are wequally sared,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
30LSNF239VVDL2ALOSLZ6KDTVODI25,2,point_arc,I tried seeing what the highs and lows were in comparison with the middle,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30OG32W0SVBXUJXSESTSDTIZEQLNEG,2,point_arc,I looked at the lowest and compared it to the highest and tried to average it out by that.,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3180JW2OT5C1FADEOT8XGSV4OENJ59,2,point,Good current and projected profitability,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3180JW2OT5C1FADEOT8XGSV4OFV5J5,2,point,I tried to average the plots/dots above and below where I placed the line,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31IBVUNM9TZ2826XBUZP5SXB8N8VF9,2,line,I tried to average it in my head.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31LVTDXBL8AWFNZCOLXDZ8DSKS7LRV,2,point,very interested,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
31LVTDXBL8AWFNZCOLXDZ8DSM2ZLR9,2,point_arc,I tried to eyeball a point where half the dots were below and half were above the line.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31QNSG6A5STRIXVELIQ3PM0MXTI78O,2,line,amount of time spent in pricing categories taking into account high and low dips and trends,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31UV0MXWNRC5KZT86BNX4RG4AWW5IA,2,point,"I estimated the average stock price by concentrating on where the majority of the dots were on the graph. I usually went with the price where a majority of the dots present, but adjusting for outliers above and below the estimated price.",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31UV0MXWNRC5KZT86BNX4RG4BD75IK,2,point_arc,based on that graph dots.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
31Z0PCVWULFAGHN2OG1YGIW9GIZ7T2,2,point_arc,Picked the price between highest point and lowest point of the day,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
320DUZ38G8MZV72Y5PROKPMTE1AGJP,2,point_arc,I considered the graph to given the stock price and adjust the average stock price.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
323Q6SJS8JGXQ1BD65ILQR62YTDFHN,2,line,I tried to get in the middle between the highest and the lowest and look at how long they were in each so i could figure out what the average was.,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
326O153BMJYO876FPYFPHO64USSED2,2,line,I would try to focus the line that was around the same amount on top and on bottom.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
326O153BMJYO876FPYFPHO64W1YDER,2,point_arc,Mean price of an asset or security observed over some period of time.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
32AT8R96GM9BZSMJCOPJG5E7JTVSUC,2,point_arc,I made the decisions by observing the curve of the dots. If more dots are on the top then the line will be a little bit above the middle. If more dots are on the bottom then the line will be a little bit below.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32KTQ2V7REFAH5LBUGY680SNC939M4,2,line,I looked at the highest and lowest point then tried to guess the middle amount,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32KTQ2V7REFAH5LBUGY680SNEAMM94,2,point,I tried to figure out the average by just looking.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32Q90QCQ1TLWMDCPHF1CL11UGAVKEB,2,point_arc,"I generally calculate the graph lines.
 some grapes have more same value, so i think this value is equaling to average. 
 some graph are equal ups and down so i decide middle is the correct value.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32Q90QCQ1TLWMDCPHF1CL11UI7EEKK,2,point_arc,Without numbers on the axis it was impossible to make exact mathematical determinations. So I looked at the number of points above and below the estimated average as well as the distance from the average line of all points.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
32SVAV9L3G9N02N6G47R8WU1M0S3AP,2,point_arc,The majority of the time I was drawn mid chart. But I tried to pay attention to where the dots were the most on the chart and take that into account. Like if there was a steady price for a long period I would pay closer attention to that then spikes.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32XVDSJFP0XZHL0C97JRYDK964C2MQ,2,line,I made decision when the two lines ascending and descending are at same position horizontally.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32XVDSJFP0XZHL0C97JRYDK985HM2J,2,point,"I looked for segments that would average each other out, took those segments out of consideration, and focused on the rest of the graph",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32Z9ZLUT1MKRWEO6581BDLFGSRQHOT,2,point,Mostly off intuition. I dont have any real educational background in assessing the trends of stocks.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
32ZKVD547GNSJCSYMI7N37E74FQ3BR,2,point_arc,I tried to put it where the stock spent most of its time or in the middlde if it varied wildly.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3300DTYQT3HIXGAKUKL9HND3ETUEQT,2,point,I looked at how long (time period) the price of stock holding maximum period and took decision,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
333U7HK6IAFWJNS73ZQGE4JW19UDJC,2,point_arc,yes i am interesting,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
333U7HK6IAFWJNS73ZQGE4JW3M3JDJ,2,point_arc,I tried to place the line in the middle of the highest and the lowest stocks price graph.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
336KAV9KYRSZB2PQSA72S87GFT7Y2N,2,line,I tried to place the avg line midpoint between the high and low points and then compensated up or down for the length of time measured above and below the avg line at that point.,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
336KAV9KYRSZB2PQSA72S87GFT92YT,2,line,I tried to average the numbers in my head and choose the appropriate average.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
336YQZE83WERGIJZRQLPWKNLSMR5M0,2,point_arc,"Sometimes it helped to try to match the area between the dots and the estimated average above and below to approximate the average, and place the line where they were equal. I think two factors that held a lot of weight in determining where to put the line were the dots that were furthest away meaning they may impact where I put the line more and clusters which would mean the I would put the line closer to them.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
337RC3OW062O8UGTX52N052V5TFVLJ,2,point,tried to have the same area above and below the line,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
337RC3OW062O8UGTX52N052V5YKLVO,2,point,"I tried to determine what the middle, average range would be.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
339ANSOTR6282IEBDYR36GZM629KIN,2,line,I really tried to look at how moving the bar up and down would make the graph look most equal even though some had extreme ups and downs. I went with my best judgement what I thought the average would be.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
339ANSOTR6282IEBDYR36GZM6A3IKV,2,line,i looked at the averages of each stock,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
33C7UALJVMYD7BGCW29UOC99YP081E,2,point_arc,"Its all about averages, so Id find a straight line, or an up down that was pretty even, and find the center of that. Then to account for variations around that, find the center of another up-down or line, and then modify the first point based on the new line and that proportion to the whole X. That makes no sense the way I described it, but I tried to balance ups against downs, in segments based on the complexity of the graph line.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33CUSNVVNOCVIB0XVNI93MWH8ZJ88F,2,line,"By checking the size of the area above the average line and comparing it with the area below the line and see if the are comparable or not, the 2 areas should be comparable.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
33F859I567D7DKZX13WP71FHJ37BH3,2,line,I looked at the space between the red line and the blue line. I tried to position the red line so the area of this space above and below the red line appeared equal.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
33FBRBDW6PZXUEQACZYE58S00L88CH,2,point,I mostly guessed somewhere around the middle of the graph.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
33FOTY3KENLFJE6PDEPZQY5SM561CA,2,line,i just went with what looked average to me,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
33FOTY3KENLFJE6PDEPZQY5TQE9C1C,2,point_arc,I thought which is best and safe. i always think about prevent from loss.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
33JKGHPFYDUV67P5VQHBQ1N7JW0MNU,2,point,Decision making skill is very useful,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
33LK57MYLU5SLRGTIBORXXTMNZOSZT,2,point_arc,I looked at the peak of the stocks and the lowest and try make my best guess,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33LKR6A5KFKW5V80Z0KPF85W8CO1TF,2,line,I mostly used where the stock would even out and stay flat for a while,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33NF62TLXK24XTYHVGC3IHEMLIXKJ2,2,point_arc,I make my judgements based on the calculation of differences between highest price and lowest price.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33SA9F9TRYUNHD666TKF9CVP1RBWE8,2,point,i tried to put the line where there were an equal number of points above and below it. But I adjusted to compensate if some of the points were way above or way below the line,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33UKMF931AKXEFK91J4ZLEOR2QQTTJ,2,point,"I mainly tried to do some math in my head and find the average that way. Tried to strike a balance with the dots, have a similar amount above the line as below it because that is essentially what the average is.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
3483FV8BEFJXSIFKMRCA9HNNG9Z62W,2,line,"I considered the mean of the values. If the majority of the closing prices were in one range, but there were small spikes either upward or downward, I would tend to choose an average where the price was more constant than the outlying prices.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34HJIJKLP6WSAM98RD36EO0KHIF4VE,2,line,I considered the slope of the graph and how high the highs were and how low the lows.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34PGFRQONPBVSTSYKUV66S8HA2SJWB,2,point_arc,"The only information I based my decision on was the points. For most of the points, I put the average line between the highs and lows of the stock.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34QN5IT0T0RD0MVU0J5UA7QZRUY08Z,2,point,I just visually tried to pick the mean. I tried to weigh a bunch of points more than fewer points.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
34S9DKFK74PV0OEJET5MKWAEQRBYNX,2,point,I estimated the number of dots above and below the line and tried to make them equal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34X6J5FLPUYQ8WWC8LW0E3QVIT7QJQ,2,line,I looked at the line. I took the line as a represented SMA and just figured where that would be on a normal chart. And went with that,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
34X6J5FLPUYQ8WWC8LW0E3QVMWXJQJ,2,point_arc,Where there are more dots that line up together,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
34YB12FSQZOPWF8J8M4G0HEAIYNGMH,2,point_arc,I tried to position the marker so that half of the area under the curve was above the line and half was below,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
352YTHGROWDNSLEOMOM2ZN9BEKK4H7,2,point_arc,went with gut instinct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
358010RM5FTJ8OXIBO5BBZXIA57VXR,2,line,I consider the graph over time and looked at long it was in high prices and how long it was in the low prices and try to balance an average of those prices. It was mostly eye balling what I thought would be a good average point would be.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
358010RM5FTJ8OXIBO5BBZXICC6VX6,2,point,I tried to have the number of dots above and below the line be approximately equal.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
358UUM7WR03X02AAKRW3G3VRNES7R8,2,line,I looked at the highest and lowest points first and then adjusted my guess on how long it was at each of those points.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
358UUM7WR03X02AAKRW3G3VROAVR7O,2,point,I tried to find a point where I could get the most dots on or near the red line.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
358UUM7WR03X02AAKRW3G3VRPFL7R5,2,point_arc,"ONCE A MOVING AVERAGE IS CALCULATED AND PLOTTED ON A CHART ,IT CAN BE A POWERFUL VISUAL TREND SPOTTING TOOL.IF A MOVING AVERAGE IS RISING ,IT CAN SIGNAL THAT A STOCK IS IN AN UPTREND .CONVERSELY,WHEN A MOVING AVERAGE IS FALLING ,IT CAN SIGNAL THAT A STOCK IS IN A DOWNTREND.LETS LOOK AT THIS INDICATOR AND HOW IT CAN HELP INVESTORS FOLLOW TRENDS TOWARDS GREATER PROFITS.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
358UUM7WR03X02AAKRW3G3VRSVAR7D,2,point_arc,high and low points and length of time at any one point,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35BLDD71I7X8DJXXC6TW8KDTKC4VZ3,2,point,Just follow the instructions and make decision.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
