id,assignmentid,endtime,mark,pageheight,pagewidth,reportedaverage,seed,starttime,stimuliindex,flip,trial,variability,useragent,xdomain,ydomain,batch,experiment,data_average,average,error,normalized_average,overestimated,normalized_error,average_along_arc
12320,3X4MXAO0BHOCQHBBSZ4F8JU8GX0WRI,1.64679E+12,line,625,1366,0.2990625,19,1.64679E+12,132,FALSE,3,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.256604718,0.256604718,0.042457782,0.256604718,TRUE,0.042457782,0.257919326
12321,3X4MXAO0BHOCQHBBSZ4F8JU8GX0WRI,1.64679E+12,line,625,1366,0.5690625,14,1.64679E+12,75,TRUE,4,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.706750809,0.706750809,-0.137688309,0.293249191,FALSE,0.137688309,0.659776363
12322,3X4MXAO0BHOCQHBBSZ4F8JU8GX0WRI,1.64679E+12,line,625,1366,0.5540625,16,1.64679E+12,109,TRUE,5,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.625058708,0.625058708,-0.070996208,0.374941292,FALSE,0.070996208,0.618553584
12323,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.4340625,1,1.64684E+12,2,FALSE,8,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.512700546,0.512700546,-0.078638046,0.512700546,FALSE,-0.078638046,0.560751594
12324,3X4MXAO0BHOCQHBBSZ4F8JU8GX0WRI,1.64679E+12,line,625,1366,0.7040625,19,1.64679E+12,135,TRUE,6,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.743395282,0.743395282,-0.039332782,0.256604718,FALSE,0.039332782,0.713828969
12325,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.5540625,3,1.64684E+12,25,TRUE,9,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.59847931,0.59847931,-0.04441681,0.40152069,FALSE,0.04441681,0.587413672
12326,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.5290625,16,1.64684E+12,109,TRUE,10,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.625058708,0.625058708,-0.095996208,0.374941292,FALSE,0.095996208,0.618553584
12327,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.4590625,8,1.64684E+12,85,TRUE,11,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.505319521,0.505319521,-0.046257021,0.494680479,FALSE,0.046257021,0.497345749
12328,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.5090625,13,1.64684E+12,63,TRUE,12,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.566073073,0.566073073,-0.057010573,0.433926927,FALSE,0.057010573,0.504806904
12329,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.2490625,16,1.64684E+12,110,FALSE,13,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.374941292,0.374941292,-0.125878792,0.374941292,FALSE,-0.125878792,0.419528597
12330,3X4MXAO0BHOCQHBBSZ4F8JU8GX0WRI,1.64679E+12,line,625,1366,0.4440625,17,1.64679E+12,38,FALSE,7,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.400118858,0.400118858,0.043943642,0.400118858,TRUE,0.043943642,0.457201443
12331,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.5240625,19,1.64684E+12,135,TRUE,14,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.743395282,0.743395282,-0.219332782,0.256604718,FALSE,0.219332782,0.713828969
12332,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.4740625,14,1.64684E+12,75,TRUE,15,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.706750809,0.706750809,-0.232688309,0.293249191,FALSE,0.232688309,0.659776363
12333,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.4740625,18,1.64684E+12,51,TRUE,16,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.435755002,0.435755002,0.038307498,0.564244998,TRUE,-0.038307498,0.381985364
12334,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.4640625,1,1.64684E+12,0,FALSE,17,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.512700546,0.512700546,-0.048638046,0.512700546,FALSE,-0.048638046,0.50572519
12335,3X4MXAO0BHOCQHBBSZ4F8JU8GX0WRI,1.64679E+12,line,625,1366,0.4590625,1,1.64679E+12,0,FALSE,8,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.512700546,0.512700546,-0.053638046,0.512700546,FALSE,-0.053638046,0.50572519
12336,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.5790625,15,1.64684E+12,97,TRUE,18,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.714818499,0.714818499,-0.135755999,0.285181501,FALSE,0.135755999,0.695937533
12337,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.4840625,16,1.64684E+12,108,FALSE,19,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.374941292,0.374941292,0.109121208,0.374941292,TRUE,0.109121208,0.381446416
12338,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.5940625,2,1.64684E+12,13,TRUE,20,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.571293782,0.571293782,0.022768718,0.428706218,TRUE,-0.022768718,0.572693325
12339,3LEP4MGT3H0Q14UVF7DZGG0JRVSDBE,1.64679E+12,line,789,1600,0.6740625,15,1.64679E+12,99,TRUE,1,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.714818499,0.714818499,-0.040755999,0.285181501,FALSE,0.040755999,0.666099342
12340,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.4890625,13,1.64684E+12,62,FALSE,21,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.433926927,0.433926927,0.055135573,0.433926927,TRUE,0.055135573,0.495193096
12341,3X4MXAO0BHOCQHBBSZ4F8JU8GX0WRI,1.64679E+12,line,625,1366,0.4590625,8,1.64679E+12,86,FALSE,9,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.494680479,0.494680479,-0.035617979,0.494680479,FALSE,-0.035617979,0.545737214
12342,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.4090625,19,1.64684E+12,132,FALSE,22,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.256604718,0.256604718,0.152457782,0.256604718,TRUE,0.152457782,0.257919326
12343,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.4690625,11,1.64684E+12,121,TRUE,23,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.433918025,0.433918025,0.035144475,0.566081975,TRUE,-0.035144475,0.432483521
12344,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.4840625,17,1.64684E+12,36,FALSE,24,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.400118858,0.400118858,0.083943642,0.400118858,TRUE,0.083943642,0.419136621
12345,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.4590625,14,1.64684E+12,72,FALSE,25,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.293249191,0.293249191,0.165813309,0.293249191,TRUE,0.165813309,0.302398008
12346,3LEP4MGT3H0Q14UVF7DZGG0JRVSDBE,1.64679E+12,line,789,1600,0.5040625,2,1.64679E+12,15,TRUE,2,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.571293782,0.571293782,-0.067231282,0.428706218,FALSE,0.067231282,0.514194227
12347,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.5190625,3,1.64684E+12,24,FALSE,26,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.40152069,0.40152069,0.11754181,0.40152069,TRUE,0.11754181,0.412586328
12348,3X4MXAO0BHOCQHBBSZ4F8JU8GX0WRI,1.64679E+12,line,625,1366,0.5540625,8,1.64679E+12,87,TRUE,10,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.505319521,0.505319521,0.048742979,0.494680479,TRUE,-0.048742979,0.454262786
12349,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.5440625,18,1.64684E+12,49,TRUE,27,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.435755002,0.435755002,0.108307498,0.564244998,TRUE,-0.108307498,0.435144862
12350,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.4890625,17,1.64684E+12,38,FALSE,28,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.400118858,0.400118858,0.088943642,0.400118858,TRUE,0.088943642,0.457201443
12351,3LEP4MGT3H0Q14UVF7DZGG0JRVSDBE,1.64679E+12,line,789,1600,0.5890625,18,1.64679E+12,48,FALSE,3,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.564244998,0.564244998,0.024817502,0.564244998,TRUE,0.024817502,0.564855138
12352,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.3140625,11,1.64684E+12,123,TRUE,29,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.433918025,0.433918025,-0.119855525,0.566081975,FALSE,0.119855525,0.39063938
12353,3X4MXAO0BHOCQHBBSZ4F8JU8GX0WRI,1.64679E+12,line,625,1366,0.5090625,13,1.64679E+12,62,FALSE,11,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.433926927,0.433926927,0.075135573,0.433926927,TRUE,0.075135573,0.495193096
12354,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.5640625,15,1.64684E+12,99,TRUE,30,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.714818499,0.714818499,-0.150755999,0.285181501,FALSE,0.150755999,0.666099342
12355,3LEP4MGT3H0Q14UVF7DZGG0JRVSDBE,1.64679E+12,line,789,1600,0.6890625,19,1.64679E+12,133,TRUE,4,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.743395282,0.743395282,-0.054332782,0.256604718,FALSE,0.054332782,0.742080674
12356,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.4940625,18,1.64684E+12,48,FALSE,31,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.564244998,0.564244998,-0.070182498,0.564244998,FALSE,-0.070182498,0.564855138
12357,3X4MXAO0BHOCQHBBSZ4F8JU8GX0WRI,1.64679E+12,line,625,1366,0.3190625,15,1.64679E+12,96,FALSE,12,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.285181501,0.285181501,0.033880999,0.285181501,TRUE,0.033880999,0.304062467
12358,3RSDURM96BMR6I16LU23U9G5CG9YE5,1.64684E+12,line,939,1920,0.4240625,2,1.64684E+12,12,FALSE,32,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.109 Safari/537.36 OPR/84.0.4316.31","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.428706218,0.428706218,-0.004643718,0.428706218,FALSE,-0.004643718,0.427306675
12359,3LEP4MGT3H0Q14UVF7DZGG0JRVSDBE,1.64679E+12,line,789,1600,0.3340625,14,1.64679E+12,74,FALSE,5,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",line-batch-1,exp-2,0.293249191,0.293249191,0.040813309,0.293249191,TRUE,0.040813309,0.340223637
