id,assignmentid,endtime,mark,pageheight,pagewidth,reportedaverage,seed,starttime,stimuliindex,flip,trial,variability,useragent,xdomain,ydomain,batch,experiment,data_average,average,error,normalized_average,overestimated,normalized_error,average_along_arc
18843,3KGTPGBS6YLIUT5LI9ADPN13KB2U24,1.64731E+12,point,801,2201,0.517200012,8,1.64731E+12,91,TRUE,40,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36 Edg/99.0.1150.39","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.505319521,0.505319521,0.011880491,0.494680479,TRUE,-0.011880491,0.454262786
18844,3KGTPGBS6YLIUT5LI9ADPN13KB2U24,1.64731E+12,point,801,2201,0.767200012,15,1.64731E+12,101,TRUE,41,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36 Edg/99.0.1150.39","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.714818499,0.714818499,0.052381514,0.285181501,TRUE,-0.052381514,0.695937533
18845,3KGTPGBS6YLIUT5LI9ADPN13KB2U24,1.64731E+12,point,801,2201,0.437200012,3,1.64731E+12,30,FALSE,42,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36 Edg/99.0.1150.39","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.40152069,0.40152069,0.035679323,0.40152069,TRUE,0.035679323,0.447536796
18846,3KGTPGBS6YLIUT5LI9ADPN13KB2U24,1.64731E+12,point,801,2201,0.517200012,16,1.64731E+12,112,FALSE,43,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36 Edg/99.0.1150.39","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.374941292,0.374941292,0.14225872,0.374941292,TRUE,0.14225872,0.381446416
18847,3KGTPGBS6YLIUT5LI9ADPN13KB2U24,1.64731E+12,point,801,2201,0.222200012,15,1.64731E+12,100,FALSE,44,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36 Edg/99.0.1150.39","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.285181501,0.285181501,-0.062981489,0.285181501,FALSE,-0.062981489,0.304062467
18848,3KGTPGBS6YLIUT5LI9ADPN13KB2U24,1.64731E+12,point,801,2201,0.482200012,1,1.64731E+12,5,TRUE,45,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36 Edg/99.0.1150.39","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.487299454,0.487299454,-0.005099442,0.512700546,FALSE,0.005099442,0.49427481
18849,3KGTPGBS6YLIUT5LI9ADPN13KB2U24,1.64731E+12,point,801,2201,0.717200012,19,1.64731E+12,139,TRUE,46,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36 Edg/99.0.1150.39","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.743395282,0.743395282,-0.02619527,0.256604718,FALSE,0.02619527,0.713828969
18850,3KGTPGBS6YLIUT5LI9ADPN13KB2U24,1.64731E+12,point,801,2201,0.282200012,19,1.64731E+12,138,FALSE,47,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36 Edg/99.0.1150.39","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.256604718,0.256604718,0.025595294,0.256604718,TRUE,0.025595294,0.286171031
18851,3KGTPGBS6YLIUT5LI9ADPN13KB2U24,1.64731E+12,point,801,2201,0.612200012,16,1.64731E+12,113,TRUE,48,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36 Edg/99.0.1150.39","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.625058708,0.625058708,-0.012858696,0.374941292,FALSE,0.012858696,0.618553584
18852,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.4790625,1,1.64731E+12,5,TRUE,1,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.487299454,0.487299454,-0.008236954,0.512700546,FALSE,0.008236954,0.49427481
18853,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.4540625,16,1.64731E+12,112,FALSE,2,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.374941292,0.374941292,0.079121208,0.374941292,TRUE,0.079121208,0.381446416
18854,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.5840625,18,1.64731E+12,54,FALSE,3,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.564244998,0.564244998,0.019817502,0.564244998,TRUE,0.019817502,0.618014636
18855,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.4240625,3,1.64731E+12,30,FALSE,4,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.40152069,0.40152069,0.02254181,0.40152069,TRUE,0.02254181,0.447536796
18856,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.6590625,17,1.64731E+12,43,TRUE,5,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.599881142,0.599881142,0.059181358,0.400118858,TRUE,-0.059181358,0.542798557
18857,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.4940625,11,1.64731E+12,127,TRUE,6,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.433918025,0.433918025,0.060144475,0.566081975,TRUE,-0.060144475,0.39063938
18858,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.4490625,15,1.64731E+12,102,FALSE,7,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.285181501,0.285181501,0.163880999,0.285181501,TRUE,0.163880999,0.333900658
18859,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.4640625,8,1.64731E+12,88,FALSE,8,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.494680479,0.494680479,-0.030617979,0.494680479,FALSE,-0.030617979,0.502654251
18860,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.5840625,3,1.64731E+12,28,FALSE,9,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.40152069,0.40152069,0.18254181,0.40152069,TRUE,0.18254181,0.412586328
18861,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.7490625,14,1.64731E+12,77,TRUE,10,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.706750809,0.706750809,0.042311691,0.293249191,TRUE,-0.042311691,0.697601992
18862,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.4590625,1,1.64731E+12,6,FALSE,11,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.512700546,0.512700546,-0.053638046,0.512700546,FALSE,-0.053638046,0.560751594
18863,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.5390625,13,1.64731E+12,64,FALSE,12,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.433926927,0.433926927,0.105135573,0.433926927,TRUE,0.105135573,0.444505787
18864,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.5090625,1,1.64731E+12,4,FALSE,13,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.512700546,0.512700546,-0.003638046,0.512700546,FALSE,-0.003638046,0.50572519
18865,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.3090625,14,1.64731E+12,76,FALSE,14,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.293249191,0.293249191,0.015813309,0.293249191,TRUE,0.015813309,0.302398008
18866,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.4540625,14,1.64731E+12,78,FALSE,15,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.293249191,0.293249191,0.160813309,0.293249191,TRUE,0.160813309,0.340223637
18867,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.6590625,15,1.64731E+12,103,TRUE,16,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.714818499,0.714818499,-0.055755999,0.285181501,FALSE,0.055755999,0.666099342
18868,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.4440625,17,1.64731E+12,41,TRUE,17,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.599881142,0.599881142,-0.155818642,0.400118858,FALSE,0.155818642,0.580863379
18869,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.6740625,18,1.64731E+12,55,TRUE,18,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.435755002,0.435755002,0.238307498,0.564244998,TRUE,-0.238307498,0.381985364
18870,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.6140625,2,1.64731E+12,17,TRUE,19,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.571293782,0.571293782,0.042768718,0.428706218,TRUE,-0.042768718,0.572693325
23868,3SUWZRL0MZDPNYR0FB7BBIWCFD56EI,1.64797E+12,point,657,1366,0.3740625,18,1.64797E+12,53,TRUE,22,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-2,exp-2,0.435755002,0.435755002,-0.061692502,0.564244998,FALSE,0.061692502,0.435144862
18872,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.6040625,16,1.64731E+12,115,TRUE,20,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.625058708,0.625058708,-0.020996208,0.374941292,FALSE,0.020996208,0.580471403
18873,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.5490625,11,1.64731E+12,124,FALSE,21,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.566081975,0.566081975,-0.017019475,0.566081975,FALSE,-0.017019475,0.567516479
23869,3SUWZRL0MZDPNYR0FB7BBIWCFD56EI,1.64797E+12,point,657,1366,0.4190625,13,1.64797E+12,64,FALSE,23,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.74 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-2,exp-2,0.433926927,0.433926927,-0.014864427,0.433926927,FALSE,-0.014864427,0.444505787
18875,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.5790625,13,1.64731E+12,66,FALSE,22,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.433926927,0.433926927,0.145135573,0.433926927,TRUE,0.145135573,0.495193096
18876,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.5840625,16,1.64731E+12,113,TRUE,23,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.625058708,0.625058708,-0.040996208,0.374941292,FALSE,0.040996208,0.618553584
18877,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.5140625,11,1.64731E+12,126,FALSE,24,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.566081975,0.566081975,-0.052019475,0.566081975,FALSE,-0.052019475,0.60936062
18878,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.5640625,3,1.64731E+12,31,TRUE,25,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.59847931,0.59847931,-0.03441681,0.40152069,FALSE,0.03441681,0.552463204
18879,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.6240625,13,1.64731E+12,65,TRUE,26,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.566073073,0.566073073,0.057989427,0.433926927,TRUE,-0.057989427,0.555494213
18880,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.5790625,2,1.64731E+12,19,TRUE,27,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.571293782,0.571293782,0.007768718,0.428706218,TRUE,-0.007768718,0.514194227
18881,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.6540625,15,1.64731E+12,101,TRUE,28,"0,0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.714818499,0.714818499,-0.060755999,0.285181501,FALSE,0.060755999,0.695937533
18882,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.6040625,14,1.64731E+12,79,TRUE,29,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.706750809,0.706750809,-0.102688309,0.293249191,FALSE,0.102688309,0.659776363
18883,3300DTYQT3HIXGAKUKL9HND3ETUEQT,1.64731E+12,point,969,1920,0.5440625,1,1.64731E+12,7,TRUE,30,"0,0.4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.51 Safari/537.36","{0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118}","{0,1}",point-batch-1,exp-2,0.487299454,0.487299454,0.056763046,0.512700546,TRUE,-0.056763046,0.439248406
