"","participantId","task","id","rsp_time","status","data.select.x","data.select.y","pixel.select.x","pixel.select.y","param.mu","param.sigma","param.lambda","param.p","param.q","pixelToMM","dist_to_screen","data.ans.y","data.ans.x","va.resp.x","va.resp.y","va.ans.x","va.ans.y"
"88","667433338e6cc9e53c828774","task3","8",50.733,"completed",1.32,0.489070533089051,388.12,216.817139429825,1.69,0.83,-0.29,2.94,23.31,4.08235294117647,617.632730558268,0.5,1.34612658421175,7.67190262624465,4.38771143049342,7.70352264011383,4.48566643805563
"89","667433338e6cc9e53c828774","task3","9",26.585,"completed",-0.59,0.497861967117835,285.935,213.344522988455,-1.3,0.93,0.64,2.06,32.71,4.08235294117647,617.632730558268,0.5,-0.584805915970965,5.35744306077589,4.46650489631278,5.36374383315335,4.48566643805563
"90","667433338e6cc9e53c828774","task3","10",18.212,"completed",1.67,0.482321148793065,406.845,219.48314622674,1.71,1.02,0.01,3.92,22.57,4.08235294117647,617.632730558268,0.5,1.72577429853814,8.09539530394298,4.32721706999578,8.16286088261713,4.48566643805563
"91","66803a896850f7964079120f","task3","1",10.506,"completed",1.03,0.481457918334565,372.605,219.824122257847,1.01,1.09,0.05,2.78,34.9,5.44705882352941,517.438787133982,0.5,1.08742744523195,6.55087354869045,3.86449126368854,6.61312381818523,4.01320253684623
"92","66803a896850f7964079120f","task3","2",15.003,"completed",-1.18,0.480770536867774,254.37,220.095637937229,-0.32,0.81,-0.68,3.84,13.25,5.44705882352941,517.438787133982,0.5,-1.13306363081369,4.15268088837727,3.8589780708439,4.20365942432681,4.01320253684623
"93","66803a896850f7964079120f","task3","3",9.523,"completed",1.72,0.479497658103511,409.52,220.598425049113,1.93,0.53,-0.21,4.83,5.4,5.44705882352941,517.438787133982,0.5,1.7543124771156,7.29855397370381,3.8487688073443,7.33571908739768,4.01320253684623
"94","66803a896850f7964079120f","task3","4",11.537,"completed",1.22,0.487730151421022,382.77,217.346590188696,1.8,0.92,-0.38,4.3,40.64,5.44705882352941,517.438787133982,0.5,1.25526752128939,6.75681498983552,3.91479733356442,6.79503677004765,4.01320253684623
"95","66803a896850f7964079120f","task3","5",12.787,"completed",1.2,0.475241934493952,381.7,222.279435874889,0.62,1.04,0.42,3.67,46.39,5.44705882352941,517.438787133982,0.5,1.27793462252656,6.7351389779115,3.81463486728092,6.81960183068396,4.01320253684623
"96","66803a896850f7964079120f","task3","6",26.868,"completed",-1.57,0.490027204212593,233.505,216.439254336026,-1.79,0.66,0.27,2.75,4.25,5.44705882352941,517.438787133982,0.5,-1.55230515252534,3.72903232653383,3.93322033131341,3.74825615253477,4.01320253684623
"97","66803a896850f7964079120f","task3","7",14.659,"completed",-1.17,0.488120631273513,254.905,217.192350646962,-1.93,0.84,0.7,2.78,18.58,5.44705882352941,517.438787133982,0.5,-1.14199406992061,4.16354222833489,3.91792910412618,4.19396002215273,4.01320253684623
"98","66803a896850f7964079120f","task3","8",8.999,"completed",-0.9,0.483889888500473,269.35,218.863494042313,-0.68,1.29,-0.08,4.03,4.09,5.44705882352941,517.438787133982,0.5,-0.83683249223916,4.45676948048992,3.88399691271456,4.5253628042148,4.01320253684623
"99","66803a896850f7964079120f","task3","9",10.884,"completed",-0.45,0.487476691210543,293.425,217.446706971835,-0.81,0.6,0.41,4.38,27.28,5.44705882352941,517.438787133982,0.5,-0.4265244644092,4.94534994158639,3.9127645002608,4.97083335440985,4.01320253684623
"100","66803a896850f7964079120f","task3","10",7.864,"completed",-0.07,0.493991515022079,313.755,214.873351566279,-0.83,0.79,0.81,2.21,37.62,5.44705882352941,517.438787133982,0.5,-0.057354423611707,5.35778965221481,3.96501471982448,5.37151242315236,4.01320253684623
"101","67104869a47a61b561900be7","task3","1",15.687,"completed",-0.94,0.49501225272293,267.21,214.470160174442,-0.24,1.16,-0.41,3.06,31.66,5.14117647058824,526.079584997385,0.5,-0.923156478841018,4.59891340919101,4.1403082499413,4.61797208600103,4.18198918045642
"102","67104869a47a61b561900be7","task3","2",13.186,"completed",0.09,0.500839106461554,322.315,212.168552947686,1.22,1.35,-0.54,4.51,33.4,5.14117647058824,526.079584997385,0.5,0.0864599709430163,5.76386451448119,4.18900120313274,5.75986257228619,4.18198918045642
"103","67104869a47a61b561900be7","task3","3",13.796,"completed",-0.32,0.498883945220245,300.38,212.940841638003,-0.88,1.3,0.3,3.15,12.15,5.14117647058824,526.079584997385,0.5,-0.315778767198561,5.30027548629414,4.172662780871,5.30504936588062,4.18198918045642
"104","67104869a47a61b561900be7","task3","4",11.077,"completed",1.76,0.498156776476144,411.66,213.228073291923,1.98,0.74,-0.19,3.81,31.82,5.14117647058824,526.079584997385,0.5,1.7641894551767,7.65003272954762,4.16658610827901,7.65475968826548,4.18198918045642
"105","67104869a47a61b561900be7","task3","5",14.712,"completed",0.14,0.491382547090109,324.99,215.903893899407,0.84,1.32,-0.34,3.37,45.02,5.14117647058824,526.079584997385,0.5,0.173965343601204,5.82038715029902,4.10997532813332,5.85878175016172,4.18198918045642
"106","67104869a47a61b561900be7","task3","6",10.616,"completed",0.21,0.49717134698114,328.735,213.61731794245,0.03,1.14,0.13,2.19,11.93,5.14117647058824,526.079584997385,0.5,0.218229001677486,5.89951407240658,4.15835121142413,5.90881564078014,4.18198918045642
"107","67104869a47a61b561900be7","task3","7",15.403,"completed",1.56,0.494010061498584,400.96,214.866025708059,1.78,0.53,-0.26,3.81,17.39,5.14117647058824,526.079584997385,0.5,1.56970449171875,7.42434285398924,4.13193314153846,7.43529522737784,4.18198918045642
