"","participantId","task","id","rsp_time","status","data.select.x","data.select.y","pixel.select.x","pixel.select.y","param.mu","param.sigma","param.lambda","param.p","param.q","pixelToMM","dist_to_screen","data.select.left_area","data.ans.x","pixel.med.x","pixel.mod.x","phy.select.x","phy.med.x","phy.mod.x","va.select.x","va.med.x","va.mod.x"
"34","67e557aa25a43e8dde6c806c","task1","4",13.797,"completed",-0.41,0.469827810334481,295.565,224.41801491788,-0.43,0.74,0.02,2.91,24.31,4.64705882352941,547.956608573329,0.499396602367903,-0.408715703910265,295.633709840801,294.495,52.8431012658228,52.8578869277673,52.6128481012658,5.52113695725949,5.52267939764621,5.49711668704853
"35","67e557aa25a43e8dde6c806c","task1","5",11.875,"completed",-0.52,0.392140805919946,289.68,255.104381661621,-1.23,0.88,0.73,3.8,6.16,4.64705882352941,547.956608573329,0.415758853956379,-0.303431942274886,301.266391088294,251.695,51.5767088607595,54.0699828924176,43.4027215189873,5.38901951859308,5.64911839691117,4.5359318171541
"36","67e557aa25a43e8dde6c806c","task1","6",42.704,"completed",-1.16,0.340453506155422,255.44,275.520865068608,-0.88,1.02,-0.3,2.99,39.22,4.64705882352941,547.956608573329,0.554505202974302,-1.32055817539769,246.850137616224,270.42,44.2086075949367,42.3601561958962,47.4321518987342,4.62006295386073,4.42708511054301,4.95653676798889
"37","67e557aa25a43e8dde6c806c","task1","7",17.693,"completed",-0.19,0.691217488803052,307.335,136.969091922794,-0.08,0.51,-0.46,3.03,28.62,4.64705882352941,547.956608573329,0.65392206309701,-0.414331626917634,295.333257959907,313.22,55.3758860759494,52.7932327255495,56.6422784810127,5.7853274221141,5.51593465592946,5.91739975131121
"38","67e557aa25a43e8dde6c806c","task1","8",18.132,"completed",-0.02,0.292257273300163,316.43,294.558377046436,0.62,1.12,-0.5,4.09,17.69,4.64705882352941,547.956608573329,0.562594033655346,-0.234672277974382,304.945033128371,350.67,57.3330379746836,54.8615894073709,64.7011392405063,5.98943259452591,5.73168690243579,6.75747684518659
"39","67e557aa25a43e8dde6c806c","task1","9",28.337,"completed",-1.5,0.399491710311567,237.25,252.200774426931,-0.8,0.84,-0.83,4.23,17.15,4.64705882352941,547.956608573329,0.634290999798838,-1.83887341848536,219.120272111033,274.7,40.2943037974684,36.3929699479439,48.353164556962,4.21138097732028,3.80394647100607,5.05265669159778
"40","67e557aa25a43e8dde6c806c","task1","10",26.624,"completed",2.25,0.419773892717269,437.875,244.189312376679,1.82,0.76,0.41,4.46,42.48,4.64705882352941,547.956608573329,0.475732378598642,2.30784271160311,440.969585070766,414.87,83.4667721518987,84.1326955215573,78.516329113924,8.71068800321559,8.77991393058604,8.19586933778074
"41","67f441842da280dba751a76b","task1","1",18.144,"completed",0.46,0.384547577417627,342.11,258.103706920037,0.32,0.96,0.13,2.42,47.44,6.25882352941176,470.292618151813,0.48893512226608,0.4887940846619,343.650483529412,334.62,46.6717105263158,46.9178404135338,45.475,5.68135776392145,5.71126974741409,5.53591144845336
"42","67f441842da280dba751a76b","task1","2",5.63,"completed",1.77,0.47121059134311,412.195,223.871816419471,1.9,0.66,-0.03,4.98,28.29,6.25882352941176,470.292618151813,0.45374177773992,1.86816762666001,417.44696802631,419.15,57.8695018796992,58.7086321094669,58.9807330827068,7.04136941295345,7.14320958715001,7.1762304230082
"43","67f441842da280dba751a76b","task1","3",3.699,"completed",-0.44,0.268664779522916,293.96,303.877412088448,-0.2,1.27,-0.23,3.14,42.91,6.25882352941176,470.292618151813,0.550490944237297,-0.628168319607973,283.892994900973,306.8,38.9785714285714,37.370121365757,41.0300751879699,4.74604622015771,4.55041094514613,4.99552966146358
"44","67f441842da280dba751a76b","task1","4",3.312,"completed",-0.77,0.655345642089846,276.305,151.138471374511,-0.61,0.53,-0.53,3.23,49.05,6.25882352941176,470.292618151813,0.660051495998996,-1.01614498266847,263.136243427237,284.865,36.1577537593985,34.0537231039758,37.5254229323308,4.40293344939741,4.14695595115185,4.56930140162131
"45","67f441842da280dba751a76b","task1","5",4.12,"completed",1.35,0.343562514920382,389.725,274.292806606449,1.5,0.95,-0.21,3.8,27.35,6.25882352941176,470.292618151813,0.55346317299587,1.19433995212681,381.397187438785,397.75,54.2793703007519,52.9487987449186,55.5615601503759,6.60553299652305,6.44395438915134,6.76121148042274
