"","participantId","task","id","rsp_time","status","data.select.x","data.select.y","pixel.select.x","pixel.select.y","param.mu","param.sigma","param.lambda","param.p","param.q","pixelToMM","dist_to_screen","data.select.left_area","data.ans.x","pixel.med.x","pixel.mod.x","phy.select.x","phy.med.x","phy.mod.x","va.select.x","va.med.x","va.mod.x"
"46","67f441842da280dba751a76b","task1","6",2.687,"completed",0.48,0.318949017304744,343.18,284.015138164626,0.47,1.04,-0.04,3.63,8.23,6.25882352941176,470.292618151813,0.523189490196156,0.407293980760542,339.290227970689,342.645,46.8426691729323,46.2211830404296,46.7571898496241,5.70213432446998,5.62660348673815,5.6917460910107
"47","67f441842da280dba751a76b","task1","7",5.154,"completed",-0.08,0.322504882063632,313.22,282.610571584865,-0.13,1.06,0,3.08,25.03,6.25882352941176,470.292618151813,0.516125469715087,-0.13,310.545,310.545,42.0558270676692,41.6284304511278,41.6284304511278,5.12025376207098,5.0682868451226,5.0682868451226
"48","67f441842da280dba751a76b","task1","8",3.466,"completed",0.81,0.536651475787958,360.835,198.022667063757,0.38,0.61,0.66,4.68,5.7,6.25882352941176,470.292618151813,0.401112106842218,0.994852094641389,370.724587063314,337.83,49.6634868421053,51.2435900383115,45.9878759398496,6.04489239346528,6.23684411652404,5.59824779686852
"49","67f441842da280dba751a76b","task1","9",4.208,"completed",0.31,0.393782621271409,334.085,254.455864597794,0.92,0.83,-0.54,4.11,18.76,6.25882352941176,470.292618151813,0.528644062614,0.237139344122695,330.186954910564,366.72,45.3895206766917,44.7667127206728,50.6037593984962,5.52552173725795,5.4498188863202,6.15912133185698
"50","67f441842da280dba751a76b","task1","10",4.417,"completed",-0.79,0.542328521563754,275.235,195.780233982317,-1.18,0.63,0.63,3.62,13.92,6.25882352941176,470.292618151813,0.397430750530962,-0.599462418013267,285.42876063629,254.37,35.986795112782,37.615497470084,32.6531015037594,4.38213613517506,4.58025770748117,3.97653245986429
"51","67f9736009c0ccdd5034f448","task1","1",15.892,"completed",0.61,0.284266296499321,350.135,297.714812882768,1.53,1.22,-0.73,3.65,8.57,5.88235294117647,559.39971590409,0.60147290301141,0.249548852943992,330.850863632504,399.355,51.02295,47.7446468175256,59.39035,5.22233997686897,4.8872172594835,6.07727429476074
"52","67f9736009c0ccdd5034f448","task1","2",14.555,"completed",1.84,0.526249077981589,415.94,202.131614197273,1.27,0.65,0.62,3.2,31.77,5.88235294117647,559.39971590409,0.497659958704783,1.84444849558508,416.177994513802,385.445,62.2098,62.2502590673463,57.02565,6.36520226870292,6.36933345425637,5.8357269265916
"53","67f9736009c0ccdd5034f448","task1","3",18.913,"completed",0.92,0.259095099981033,366.72,307.657435507492,0.89,1.22,-0.07,4.56,12.14,5.88235294117647,559.39971590409,0.542772853034435,0.754914399299683,357.887920362533,365.115,53.8424,52.3409464616306,53.56955,5.51048541513468,5.35704656414016,5.48260336206754
"54","67f9736009c0ccdd5034f448","task1","4",86.264,"completed",-1.05,0.372677912317214,261.325,262.792224634701,-1.25,0.97,0.27,2.66,23.27,5.88235294117647,559.39971590409,0.439673274741381,-0.887456168619024,270.021094978882,250.625,35.92525,37.40358614641,34.10625,3.67833256060092,3.82958673260353,3.49220623922245
"55","67f9736009c0ccdd5034f448","task1","5",9.777,"completed",-0.53,0.345032029014034,289.145,273.712348539457,0.01,1,-0.61,3.4,28.96,5.88235294117647,559.39971590409,0.617962983818658,-0.874915428053719,270.692024599126,318.035,40.65465,37.5176441818514,45.56595,4.16216770059392,3.84125589440176,4.66445455832384
"56","67f9736009c0ccdd5034f448","task1","6",8.289,"completed",-0.39,0.603723646922195,296.635,171.529159465733,-0.08,0.56,-0.73,4,13.52,5.88235294117647,559.39971590409,0.677612126916707,-0.686388728789529,280.77820300976,313.22,41.92795,39.2322945116592,44.7474,4.29240636338121,4.01667028822903,4.58075201302343
"57","67f9736009c0ccdd5034f448","task1","7",10.142,"completed",-1.16,0.370506473277046,255.44,263.649943055567,-1.11,1.01,-0.09,2.36,32.3,5.88235294117647,559.39971590409,0.526471253174716,-1.23150069792011,251.614712661274,258.115,34.9248,34.2745011524166,35.37955,3.57596542362025,3.50942306309327,3.62249665802091
"58","67f9736009c0ccdd5034f448","task1","8",20.348,"completed",1.77,0.578108178178814,412.195,181.647269619368,1.79,0.69,-0.16,2.19,9.18,5.88235294117647,559.39971590409,0.568436593559941,1.6511664622238,405.837405728973,413.265,61.57315,60.4923589739254,61.75505,6.30019317647073,6.1898230397092,6.31876761888929
"59","67f9736009c0ccdd5034f448","task1","9",8.764,"completed",0.07,0.484207595317338,321.245,218.737999849652,0.22,0.69,-0.34,3.5,48.67,5.88235294117647,559.39971590409,0.597352253248942,-0.131437056275385,310.468117489267,329.27,46.11165,44.2795799731754,47.4759,4.72025349408815,4.53291189384515,4.85974097767992
"60","67f9736009c0ccdd5034f448","task1","10",7.082,"completed",-1.19,0.509024551573259,253.835,208.935302128563,-1.28,0.65,0.12,3.61,12.22,5.88235294117647,559.39971590409,0.485815298187125,-1.16213181186157,255.325948065406,249.02,34.65195,34.905411171119,33.8334,3.54804611576076,3.57398148054265,3.46428567715461
"61","67fbed03e8c70e38014c41b3","task1","1",7.871,"completed",-1.35,0.243407464321364,245.275,313.854051593061,-1.58,1.36,0.18,3.79,6.31,5.08235294117647,588.991385699668,0.465988151222001,-1.21023993015096,252.752163736924,232.97,38.4221643518519,39.8933655500892,36.0010416666667,3.73629858741101,3.8792558019464,3.50101199721823
"62","67fbed03e8c70e38014c41b3","task1","2",7.008,"completed",-0.29,0.557306444583629,301.985,189.863954389466,-0.5,0.63,0.48,3.08,26.34,5.08235294117647,588.991385699668,0.377255273908607,-0.0680089695133065,313.861520131038,290.75,49.5803819444444,51.9171972480052,47.3697916666667,4.82022491011306,5.04712394111918,4.60554717401132
"63","67fbed03e8c70e38014c41b3","task1","3",24.165,"completed",-0.33,0.663482469708152,299.845,147.92442446528,0.03,0.66,-0.69,2.14,4.91,5.08235294117647,588.991385699668,0.594659252725142,-0.477650169708223,291.94571592061,319.105,49.1593171296296,47.6050598454904,52.948900462963,4.77933647662986,4.62839640987062,5.14728729654377
"64","67fbed03e8c70e38014c41b3","task1","4",7.744,"completed",-0.81,0.308579577511465,274.165,288.111066882971,-1.62,1.05,0.65,4.55,19.96,5.08235294117647,588.991385699668,0.425569220751197,-0.568088669111352,287.107256202543,230.83,44.1065393518519,46.6530480954077,35.5799768518519,4.28858325424629,4.53593481682447,3.46008951993704
"65","67fbed03e8c70e38014c41b3","task1","5",5.89,"completed",0.21,0.44288406613032,328.735,235.060793878524,0.58,0.75,-0.56,4.77,2.54,5.08235294117647,588.991385699668,0.616066448122173,-0.0526024378308576,314.685769576049,348.53,54.8436921296296,52.0793759582504,58.7385416666667,5.33122335954287,5.06286964689519,5.70922679362746
"66","67fbed03e8c70e38014c41b3","task1","6",9.424,"completed",-1.02,0.371458609506105,262.93,263.273849245089,-1.44,1.04,0.53,2.41,16.58,5.08235294117647,588.991385699668,0.392971756043662,-0.726054942695881,278.65606056577,240.46,41.8959490740741,44.9901971020613,37.4747685185185,4.0738281555188,4.3744207603975,3.64423356514655
"67","67fbed03e8c70e38014c41b3","task1","7",4.923,"completed",-0.6,0.313073838435444,285.4,286.335833818,-0.24,1.06,-0.42,3.73,24.48,5.08235294117647,588.991385699668,0.597228196188913,-0.911338279758385,268.743402032926,304.66,46.3171296296296,43.0397897518489,50.106712962963,4.50330821827002,4.18495400823823,4.87133372372819
"68","67fbed03e8c70e38014c41b3","task1","8",5.245,"completed",-1.45,0.50175576977251,239.925,211.806470939859,-1.7,0.68,0.48,3.55,9.13,5.08235294117647,588.991385699668,0.38557239906605,-1.22089262313417,252.182244662322,226.55,37.3695023148148,39.7812286951328,34.7378472222222,3.63400382554239,3.86835983810159,3.37824192729377
