participantId,task,id,rsp_time,status,data.select.x,data.select.y,pixel.select.x,pixel.select.y,param.mu,param.sigma,param.lambda,param.p,param.q,data.ans.x,data.ans.y,data.left.grad,data.right.grad,pixelToMM,dist_to_screen,phy.select.x,phy.select.y,va.select.x,va.select.y,pixel.ans.x,pixel.ans.y,phy.ans.x,phy.ans.y,va.ans.x,va.ans.y,flat
67fbed03e8c70e38014c41b3,task2,3,48.188,completed,-0.2,0.22665933522293957,306.8,320.4695625869389,0.41,1.37,0.34,4.92,42.41,0.41,0.2288516691048405,0.11029339517779778,-0.003771319461660553,5.08235294117647,588.9913856996682,50.527777777777786,17.61594254655138,4.912219379409239,1.7135122108438512,339.435,319.603590703588,56.94901620370371,17.786330532858845,5.535564483685973,1.7300834355424792,0.057032357319729166
67fbed03e8c70e38014c41b3,task2,4,26.065,completed,0.78,0.308871325490403,359.2300000000001,287.9958264312908,0.55,1.08,-0.49,3.66,22.87,0.55,0.31095299526900877,0.0317908335250741,-0.3797829353233515,5.08235294117647,588.9913856996682,60.84386574074076,24.005450817917318,5.913501736175495,2.3348739965655034,346.925,287.17356686874155,58.422743055555564,24.167238000363355,5.678582387981644,2.3506057186883744,0.2057868844242128
67fbed03e8c70e38014c41b3,task2,5,11.617,completed,-1.88,0.2506779124328445,216.92,310.98222458902643,-1.48,1.37,0.26,3.06,11.81,-1.48,0.25431785115867406,0.14356378473895856,-0.034569356426497236,5.08235294117647,588.9913856996682,32.84305555555555,19.482664143362857,3.1940723638944446,1.8950577062089022,238.32,309.54444879232375,37.053703703703704,19.765559844102967,3.6033142597330303,1.9225695390309174,0.0890665705827279
67fbed03e8c70e38014c41b3,task2,6,13.297,completed,1.91,0.2268584989503011,419.685,320.3908929146311,1.3,1.44,-0.15,3.47,46.2,1.3,0.23030100570761647,0.022745823163147702,-0.06142416115822074,5.08235294117647,588.9913856996682,72.73894675925926,17.63142153300083,7.066911177578864,1.715017635458644,387.05,319.03110274549147,66.31770833333334,17.89897283942876,6.444437359987506,1.7410385166510407,0.04208499216068422
67fbed03e8c70e38014c41b3,task2,7,12.184,completed,-1.21,0.3423180549718338,252.765,274.78436828612564,-1.13,1.01,0.71,3.56,32.75,-1.13,0.3429598241580249,5.190941765000668e-5,-0.03226728254223824,5.08235294117647,588.9913856996682,39.895891203703705,26.604927536294724,3.8795012104693165,2.5876286028176505,257.045,274.53086945758014,40.73802083333334,26.65480577802243,3.9613258673770506,2.5924781695198034,0.016159595979944125
67fbed03e8c70e38014c41b3,task2,8,14.416,completed,1.1,0.5895612225752649,376.35,177.12331708277037,1.09,0.68,-0.74,2.87,4.11,1.09,0.5896306913687055,0.3369899803154285,-3.458043564821975e-5,5.08235294117647,588.9913856996682,64.21238425925927,45.8206436295475,6.24026287977691,4.455084914332148,375.815,177.09587690936132,64.10711805555556,45.82604273774141,6.230053103789094,4.45560933408698,0.16851228037553836
67fbed03e8c70e38014c41b3,task2,9,11.963,completed,-0.84,0.3160066109624018,272.56,285.17738866985127,-0.79,1.13,0.85,3.42,31.48,-0.79,0.31710949039709646,9.74534489628489e-19,-0.01937358640391898,5.08235294117647,588.9913856996682,43.790740740740745,24.56000454412649,4.2579057643797205,2.3887968423068258,275.235,284.7417512931469,44.317071759259264,24.64572023167249,4.309034572763144,2.3971314392211527,0.00968679320195949
67fbed03e8c70e38014c41b3,task2,10,10.177,completed,0.12,0.4377539628037305,323.92,237.0871846925264,0.1,0.85,0,2.43,17.08,0.1,0.4377723030167943,0.33343767352129716,-0.3334376735216055,5.08235294117647,588.9913856996682,53.8962962962963,34.02219745633162,5.239258705120942,3.308684351484431,322.85,237.07994030836625,53.6857638888889,34.023622855992755,5.218821193873179,3.3088228956391923,0.33343767352145137
558d8d71fdf99b534f79b352,task2,1,9.461,completed,-0.99,0.4547631229660613,264.535,230.36856642840576,-0.85,0.75,0.34,3.19,48.74,-0.85,0.45648987487714404,0.39277152515730773,-0.2465533810970926,4.4,605.8617847404242,48.757954545454545,40.82532581172596,4.608507735261774,3.85935281943581,272.025,229.6864994235281,50.460227272727266,40.98034104010725,4.769220660254491,3.8739957787707504,0.31966245312720015
558d8d71fdf99b534f79b352,task2,2,17.257,completed,-1.8,0.28205765784569736,221.2,298.5872251509496,-1.14,1.14,-0.18,3.88,46.26,-1.14,0.2843448653797397,0.04286860227060727,-0.1548052669930396,4.4,605.8617847404242,38.90909090909091,25.32108519296599,3.678332276609259,2.394242765797995,256.51,297.68377817500283,46.934090909090905,25.52641405113572,4.436295200909187,2.413651978503898,0.09883693463182343
558d8d71fdf99b534f79b352,task2,3,21.13,completed,-0.53,0.3012105626002526,289.1449999999999,291.0218277729002,-0.05,1.07,0.08,3.83,21.3,-0.05,0.30381151875016194,0.143338061607326,-0.08304695886275339,4.4,605.8617847404242,54.35113636363634,27.040493687977218,5.136492992439465,2.556769711436323,314.825,289.99445009368605,60.18749999999999,27.27398861507135,5.687201209420039,2.578840021211404,0.1131925102350397
558d8d71fdf99b534f79b352,task2,4,8.826,completed,-0.41,0.4466658329694043,295.565,233.5669959770853,-0.26,0.71,0.36,4.76,10.02,-0.26,0.4468488184569495,0.2850462380790792,-0.18146848086009196,4.4,605.8617847404242,55.81022727272727,40.09841000520788,5.274193302837381,3.790685642559708,303.59,233.49471670950493,57.6340909090909,40.11483711147615,5.44629721210209,3.79223743851686,0.2332573594695856
558d8d71fdf99b534f79b352,task2,5,7.36,completed,1.51,0.4741722340495704,398.285,222.70196755041968,1.53,0.76,-0.1,2.61,30.12,1.53,0.47418113006230345,0.37436332417192225,-0.4433585994822076,4.4,605.8617847404242,79.15568181818182,42.56773464763189,7.475057634569884,4.0239358723326495,399.355,222.69845362539013,79.39886363636363,42.568533266956784,7.497957090294984,4.024011303918913,0.40886096182706494
558d8d71fdf99b534f79b352,task2,6,6.378,completed,0.07,0.5573923466007042,321.245,189.83002309272183,0.08,0.8,-0.85,2.18,20.7,0.08,0.5573987557728647,0.24332951226199254,-3.9779986811974765e-12,4.4,605.8617847404242,61.646590909090904,50.03863111529049,5.824838187828888,4.7294191553530265,321.78,189.82749146971844,61.76818181818181,50.039206484154896,5.836307182272956,4.729473474813058,0.12166475613298527
558d8d71fdf99b534f79b352,task2,7,9.032,completed,-1.07,0.2213593138684292,260.255,322.5630710219705,-0.52,1.42,0.13,4.55,47.8,-0.52,0.22181572332054292,0.030571187462977302,-0.009511727305352675,4.4,605.8617847404242,47.78522727272727,19.872029313188527,4.51666359266133,1.879110681327765,289.68,322.38278928838554,54.47272727272727,19.91300243445783,5.147968590779516,1.8829844268868317,0.02004145738416499
558d8d71fdf99b534f79b352,task2,8,5.694,completed,-0.74,0.5745488325151297,277.91,183.0532111565238,-0.75,0.68,-0.53,2.38,41.2,-0.75,0.5746128482915195,0.35636433523857947,-0.01954475181518193,4.4,605.8617847404242,51.79772727272727,51.57881564624459,4.8954819648134515,4.8748172996246675,277.375,183.0279249248498,51.67613636363636,51.58456251707959,4.8840041512560255,4.875359792741897,0.1879545435268807
558d8d71fdf99b534f79b352,task2,9,6.443,completed,1.07,0.32881776563576703,374.745,280.116982573872,1.01,1.07,-0.69,3.34,34.73,1.01,0.3290573536280335,0.03241658775748622,-0.0030607535916745863,4.4,605.8617847404242,73.80568181818181,29.51886759684727,6.971121544207024,2.7910195296797347,371.535,280.02234531692676,73.07613636363637,29.540376064334826,6.902381627988549,2.7930523579497106,0.017738670674580403
558d8d71fdf99b534f79b352,task2,10,10.272,completed,0.66,0.3753359630872995,352.81,261.74229458051667,0.48,0.91,-0.42,4.06,2.55,0.48,0.37621564110287586,0.09127388657858335,-0.3408820855824488,4.4,605.8617847404242,68.82045454545454,33.69493304988257,6.501301222764055,3.185677204399483,343.18,261.394821764364,66.63181818181818,33.773904144462726,6.29496856941854,3.1931396426926963,0.2160779860805161
667433338e6cc9e53c828774,task2,1,28.774,completed,-1.97,0.3798998346010445,212.105,259.93956533258745,-1.85,0.95,0.56,2.85,49.15,-1.85,0.3831127831804691,0.11760555524762092,-0.09523494571029685,4.08235294117647,617.6327305582678,39.708717579250724,36.75831973121057,3.682380516598635,3.408943787991717,218.52499999999998,258.67045064371473,41.28134005763688,37.069197969118875,3.8281109543298144,3.4377572201534328,0.1064202504789589
667433338e6cc9e53c828774,task2,2,16.893,completed,0.23,0.4418102387408733,329.805,235.48495569735505,0.17,0.78,-0.67,3.53,42.17,0.17,0.4422992850445813,0.10755945491891035,-2.833044169997557e-7,4.08235294117647,617.6327305582678,68.54012968299712,42.74864197615222,6.3517318541543695,3.964070476157736,326.595,235.29178240739037,67.75381844380405,42.79596108176317,6.2790096501075325,3.9684548589764814,0.05377986911166367
667433338e6cc9e53c828774,task2,3,14.738,completed,-0.04,0.44641045594156514,315.36,233.6678699030818,-0.16,0.73,-0.4,4.16,9.99,-0.16,0.4466569390813784,0.18139604750152977,-0.21034266053667414,4.08235294117647,617.6327305582678,65.00172910662825,43.1937494473719,6.024442445280965,4.0053117405202725,308.94,233.57050906285554,63.42910662824208,43.217598644545475,5.8789485826996914,4.007521449659083,0.19586935401910194
667433338e6cc9e53c828774,task2,4,25.48,completed,2.49,0.1801153631545014,450.715,338.85443155397195,1.46,1.71,-0.2,4.69,36.5,1.46,0.1837580217118695,0.0022377636684861157,-0.0147593525110898,4.08235294117647,617.6327305582678,98.1578530259366,17.427588812427622,9.086691302895714,1.6165934762086538,395.61,337.41558142381155,84.65951008645534,17.780044896184492,7.841325534552202,1.6492830414917155,0.008498558089787958
667433338e6cc9e53c828774,task2,5,20.868,completed,-0.69,0.5931594312778206,280.58500000000004,175.70202464526088,-0.54,0.53,0.28,4.72,42.41,-0.54,0.5937018897747185,0.024387253742939593,-0.8146438912146331,4.08235294117647,617.6327305582678,56.48335734870318,57.39287580735685,5.236130076860644,5.32032425978621,288.61,175.4877535389862,58.44913544668589,57.445362965954395,5.418095063505866,5.32518282491681,0.41951557247878635
667433338e6cc9e53c828774,task2,6,15.642,completed,1.97,0.27583419475258214,422.8949999999999,301.04549307273004,1.69,1.26,-0.2,2.89,31.07,1.69,0.2776175009218353,0.058477207265504996,-0.15753172585047612,4.08235294117647,617.6327305582678,91.34315561959653,26.689144348178523,8.458213254240922,2.475479959982951,407.91499999999996,300.34108713587506,87.67370317002882,26.861693352883634,8.119588306858539,2.491479252752101,0.10800446655799056
667433338e6cc9e53c828774,task2,7,16.754,completed,-0.98,0.33403386244628813,265.07,278.0566243337161,-0.87,1.06,0.55,3.07,31.19,-0.87,0.33497078699205723,0.22011414009217936,-0.05355049634727112,4.08235294117647,617.6327305582678,52.6828530259366,32.32042343410412,4.884256967589614,2.997576640380888,270.955,277.6865391381374,54.12442363112392,32.411078309101796,5.017737287278456,3.0059806287942705,0.13683231821972525
667433338e6cc9e53c828774,task2,8,16.003,completed,1.73,0.2758215050672353,410.05500000000006,301.05050549844213,1.35,1.25,-0.14,2.87,33.57,1.35,0.2795007431733881,0.06901831597040316,-0.13730649113596108,4.08235294117647,617.6327305582678,88.19791066282423,26.687916520554523,8.167972135490965,2.4753661115520704,389.725,299.5972064465117,83.21793948126802,27.043911965551896,7.70821038843602,2.508375036857222,0.10316240355318212
667433338e6cc9e53c828774,task2,9,17.626,completed,1.95,0.2070713336253709,421.8250000000001,328.2068232179785,1.6,1.56,-0.6,4.36,29.03,1.6,0.20882642113692076,0.001768832976769283,-0.3235483737381602,4.08235294117647,617.6327305582678,91.08105187319887,20.035792583492295,8.434030594802142,1.858492342230307,403.1,327.5135636509163,86.4942363112392,20.205611209429726,8.010714114838986,1.8742416852108208,0.16265860335746474
667433338e6cc9e53c828774,task2,10,21.195,completed,0.69,0.4221301049409548,354.415,243.25860854832283,0.7,0.98,-0.36,2.02,31.77,0.7,0.4221418883000903,0.1906468280645451,-0.2903574669147052,4.08235294117647,617.6327305582678,74.56851585014411,40.84443306453188,6.9090943360632044,3.787625252431872,354.95,243.25395412146432,74.69956772334294,40.8455731979122,6.92120737333014,3.787730903384235,0.24050214748962517
66803a896850f7964079120f,task2,1,15.23,completed,0.86,0.637489258891203,363.5100000000001,158.19174273797483,0.9,0.51,0.55,4.28,45.83,0.9,0.6375279501613424,2.9430085492962666e-15,-0.5937640213346643,5.447058823529412,517.4387871339824,57.55583153347734,46.22829776948626,6.366574198776705,5.115439288279938,365.65,158.17645968626974,57.9487041036717,46.23110351331981,6.4099417534279945,5.115749348373185,0.29688201066733366
66803a896850f7964079120f,task2,2,10.604,completed,0.43,0.6014489256299025,340.505,172.42767437618852,0.4,0.57,0.13,3.14,13.16,0.4,0.6014578957555647,0.4981960190814732,-0.6668791191311951,5.447058823529412,517.4387871339824,53.33245140388769,43.614789801347676,5.900260210931339,4.8265910546659505,338.9,172.42413117655192,53.03779697624189,43.615440280762606,5.867719197710554,4.826662954268968,0.5825375691063341
66803a896850f7964079120f,task2,3,7.21,completed,1.13,0.2502476793865308,377.955,311.1521666423203,0.92,1.28,-0.7,4.85,40.49,0.92,0.25129925245217494,0.002194362187024585,-0.005006294211097975,5.447058823529412,517.4387871339824,60.207721382289414,18.1470104436345,6.659269146189939,2.0092049219990504,366.72,310.73679528139087,58.1451403887689,18.223266525014633,6.4316248422757765,2.017646119340182,0.00360032819906128
66803a896850f7964079120f,task2,4,12.401,completed,0.82,0.7082165714853654,361.37,130.25445426328065,0.81,0.51,0.8,3.26,33.01,0.81,0.7082166414259687,1.0335678332045238e-36,-0.5399805844300675,5.447058823529412,517.4387871339824,57.16295896328294,51.3571736233718,6.32320481844038,5.6820967482639375,360.835,130.25442663674232,57.064740820734336,51.35717869519849,6.312362189535504,5.682097308485477,0.26999029221503373
66803a896850f7964079120f,task2,5,5.924,completed,1.22,0.46257178501144713,382.77,227.2841449204784,1.29,0.83,-0.83,2.84,27.72,1.29,0.4625976162549483,0.1252104070609448,-7.259858309342002e-17,5.447058823529412,517.4387871339824,61.09168466522678,33.54394747680202,6.756814989835519,3.7130072417123734,386.515,227.27394157929544,61.77921166306695,33.54582066038853,6.83267720934674,3.713214440841873,0.06260520353047244
66803a896850f7964079120f,task2,6,6.305,completed,-0.63,0.40277030293297256,283.795,250.90573034147585,-0.61,0.99,0.61,2.39,21.96,-0.61,0.4029240142331803,0.06432978118264511,-0.12220959514488168,5.447058823529412,517.4387871339824,42.9213282937365,29.207371319599467,4.749938349807249,3.233261664996759,284.865,250.8450143778938,43.11776457883369,29.218517878788397,4.771652134783207,3.2344949360895088,0.0932696881637634
66803a896850f7964079120f,task2,7,19.59,completed,-0.47,1.063811397510525,292.355,-10.205502016657377,-0.75,0.55,0.7,2.04,1.67,-0.75,1.2964616886616789,0.0014787279813710697,-0.538461489822338,5.447058823529412,517.4387871339824,44.49281857451404,77.14355868556345,4.923638942861728,8.526304311362708,277.375,-102.1023670213632,41.74271058315335,94.0144734272481,4.619648526902635,10.381685736053972,0.2699701089018545
66803a896850f7964079120f,task2,8,6.031,completed,-0.7,0.3356504588411955,280.05,277.4180687577278,-0.68,1.14,-0.13,2.25,32.99,-0.68,0.3356626286608005,0.1421461207371642,-0.2102584866197966,5.447058823529412,517.4387871339824,42.23380129589633,24.340095368451703,4.673937424815658,2.6946717280191925,281.12,277.4132616789838,42.43023758099352,24.34097787750837,4.6956523975627045,2.694769393847519,0.1762023036784804
66803a896850f7964079120f,task2,9,5.673,completed,-0.47,0.6317605119462385,292.355,160.4545977812358,-0.46,0.51,-0.59,4.82,7.98,-0.46,0.6317605119800647,0.5495331387921512,-4.118204588960125e-10,5.447058823529412,517.4387871339824,44.49281857451404,45.81287081769969,4.923638942861728,5.06953002466938,292.89,160.45459776787445,44.59103671706263,45.81287082015264,4.934494486534448,5.0695300249404625,0.2747665696019858
66803a896850f7964079120f,task2,10,5.462,completed,0.45,0.3726646773990765,341.57500000000005,262.7974524273648,0.54,0.92,0.31,3.16,33.45,0.54,0.37283441189866545,0.4256432106640969,-0.12597543046337256,5.447058823529412,517.4387871339824,53.52888768898489,27.024225796272116,5.921953690943301,2.991701266588015,346.39,262.73040730002714,54.41285097192224,27.036534296971258,6.019569071322605,2.9930632525212513,0.27580932056373475
67104869a47a61b561900be7,task2,1,8.056,completed,1.51,0.3478014555089176,398.285,272.6184250739775,1.14,0.9,-0.33,4.77,22.42,1.14,0.3503433367192821,0.05131246925628215,-0.5927954883745125,5.141176470588236,526.0795849973846,67.74422196796338,26.721816633208036,7.367911302953059,2.9096705189332224,378.49,271.6143819958836,63.89393592677345,26.917111053432247,6.950208389274976,2.9309263912231005,0.3220539788153973
67104869a47a61b561900be7,task2,2,6.415,completed,0.72,0.34018693079221435,356.0199999999999,275.62616233707536,0.74,1.11,-0.09,2.46,8.12,0.74,0.3401926548828199,0.16087676405736076,-0.21521373499427054,5.141176470588236,526.0795849973846,59.52334096109838,26.136787646106622,6.475835542026204,2.8459946885542977,357.09,275.6239013212861,59.73146453089244,26.137227431786457,6.498429893457962,2.846042556451649,0.18804524952581564
67104869a47a61b561900be7,task2,3,8.873,completed,-0.82,0.2648656973176196,273.63,305.3780495595403,-0.72,1.34,0.08,2.82,11.07,-0.72,0.26493055607391375,0.10148613751462146,-0.0687871840480913,5.141176470588236,526.0795849973846,43.497826086956515,20.349807293910928,4.734689450720908,2.216038699817006,278.98,305.35243035080407,44.53844393592677,20.354790435198293,4.847826008005691,2.2165812150245925,0.08513666078135637
67104869a47a61b561900be7,task2,4,8.989,completed,-1.78,0.59770809347569,222.27,173.90530307710247,-1.8,0.64,0.2,2.26,46.98,-1.8,0.5977742812425157,0.3806574746098742,-0.4762520514777412,5.141176470588236,526.0795849973846,33.507894736842104,45.92230947012881,3.648140596159318,4.998265960385927,221.2,173.87915890920627,33.29977116704805,45.92739472017727,3.6254965030913406,4.998818746188735,0.4284547630438077
67104869a47a61b561900be7,task2,5,9.433,completed,-1.97,0.2506405036419801,212.105,310.9970010614179,-1.62,1.31,0.27,3.66,36.88,-1.62,0.25160250565300385,0.1370041617652762,-0.021162427095178644,5.141176470588236,526.0795849973846,31.53072082379862,19.256876223751664,3.433010454251152,2.097048801385038,230.82999999999998,310.6170102670635,35.1728832951945,19.330787476658127,3.8292829325705284,2.1050958335387002,0.07908329443022742
67104869a47a61b561900be7,task2,6,16.775,completed,0.07,0.7074165386400532,321.245,130.570467237179,0.12,0.56,-0.75,2.54,36.48,0.12,0.7075705657283313,0.5039808564019649,-7.931788669538955e-15,5.141176470588236,526.0795849973846,52.75932494279176,54.351282116338176,5.741254672613073,5.914188019085405,323.92,130.50962653730915,53.279633867276885,54.36311611974536,5.797778434581222,5.915473439753152,0.2519904282009864
67104869a47a61b561900be7,task2,7,9.02,completed,2.07,0.31834694321653767,428.245,284.25295742946764,1.69,0.98,-0.34,4.95,30.25,1.69,0.3198626213336639,0.026682702904735754,-0.5040937898435446,5.141176470588236,526.0795849973846,73.57168192219679,24.458806907311786,7.999733979826292,2.663349990293338,407.91499999999996,283.6542645732028,69.61733409610983,24.575257462878174,7.571047943890452,2.676025837761632,0.26538824637414016
67104869a47a61b561900be7,task2,8,9.574,completed,0.72,0.693380115687576,356.0199999999999,136.1148543034075,0.69,0.52,-0.24,2.67,25.88,0.69,0.6936028025753561,0.6685457202185836,-0.18384888996614795,5.141176470588236,526.0795849973846,59.52334096109838,53.27285442611067,6.475835542026204,5.7970419680607135,354.415,136.02689298273435,59.211155606407324,53.2899636074773,6.441943070287153,5.798900577452332,0.42619730509236575
67104869a47a61b561900be7,task2,9,7.15,completed,0.43,0.4374850332714409,340.505,237.1934118577809,0.2,0.73,-0.22,4.22,26.26,0.2,0.43848139838189554,0.2639605109192167,-0.6636559362704179,5.141176470588236,526.0795849973846,56.50554919908466,33.612265428120416,6.14816168148406,3.659496144888015,328.2,236.79984763915127,54.11212814645308,33.688816820760046,5.888210569366408,3.667824903563069,0.46380822359481727
67104869a47a61b561900be7,task2,10,9.967,completed,-0.11,0.27162939987617685,311.615,302.7063870489102,-0.89,1.19,0.71,4.73,36.59,-0.89,0.27187792746197337,1.7138621401170025e-4,-0.0037976145967188965,5.141176470588236,526.0795849973846,50.886212814645305,20.869467049983143,5.537746172389235,2.2726135820160867,269.885,302.6082186525205,42.76939359267734,20.88856158932667,4.655488351879614,2.274692366108372,0.0019845004053652983
671e36cc7fa293418ae65232,task2,1,11.037,completed,-1.13,0.30570095703100103,257.045,289.24812197275463,-1.09,1.08,0.85,4.68,15.39,-1.09,0.30574410784570144,5.457533818273516e-23,-0.005490221865110845,4.952941176470588,493.37200760532573,41.802434679334915,24.37983285585714,4.85165705895118,2.830678212046904,259.185,289.2310774009479,42.234501187648455,24.383274158953505,4.901742548977812,2.8310776101329034,0.0027451109325554225
671e36cc7fa293418ae65232,task2,2,9.301,completed,-0.38,0.5279371122267287,297.17,201.46484067044216,-0.42,0.65,-0.54,3.44,22.77,-0.42,0.5280390757390614,0.28899167286073213,-7.023471218438813e-4,4.952941176470588,493.37200760532573,49.90368171021378,42.10329820192973,5.7904305046165385,4.886533592757676,295.03,201.42456508307075,49.47161520190023,42.11142985258667,5.740381101552717,4.887476212895964,0.144847009991288
671e36cc7fa293418ae65232,task2,3,15.333,completed,0.08,0.3811528630401397,321.78000000000003,259.4446190991448,0.04,0.97,-0.66,2.86,36.01,0.04,0.3814359788582737,0.0797574778844552,-0.00800732263841035,4.952941176470588,493.37200760532573,54.87244655581948,30.397167165255798,6.365834963235151,3.5289370907488244,319.64,259.3327883509819,54.44038004750593,30.41974581987301,6.315812129196305,3.5315566844647246,0.04388240026143277
671e36cc7fa293418ae65232,task2,4,7.746,completed,1.03,0.30511530042286744,372.605,289.4794563329673,1.52,1.02,0.28,4.91,11.89,1.52,0.30807217906480683,0.34408197974650934,-0.028151017375817575,4.952941176470588,493.37200760532573,65.13402612826603,24.333126393581427,7.5531214948524505,2.8252574471476746,398.82,288.3114892694013,70.42684085510689,24.56893922114225,8.164893251308516,2.852625819216651,0.18611649856116347
671e36cc7fa293418ae65232,task2,5,8.026,completed,1.44,0.3403778033631956,394.54,275.5507676715377,1.44,1.05,-0.82,4.48,2.03,1.44,0.34037780336319545,0.016446088079204564,-3.94494172720412e-5,4.952941176470588,493.37200760532573,69.56270783847981,27.145331942801175,8.065043060021425,3.1516193746595147,394.53999999999996,275.55076767153776,69.5627078384798,27.145331942801164,8.065043060021425,3.151619374659514,0.008242768748238302
671e36cc7fa293418ae65232,task2,6,11.618,completed,-1.47,0.4008116942808192,238.855,251.67938075907648,-1.32,0.85,0.25,3.26,12.8,-1.32,0.4015732087520151,0.46258814451638186,-0.18930430490578792,4.952941176470588,493.37200760532573,38.12986935866983,31.96497063059026,4.425857425380765,3.710825994161992,246.88,251.37858254295404,39.7501187648456,32.025701861873884,4.613725975714142,3.7178713647110375,0.3259462247110849
671e36cc7fa293418ae65232,task2,7,9.423,completed,1.78,0.208115066443782,412.7300000000001,327.7945487547061,1.19,1.5,-0.34,4.95,21,1.19,0.20919358046884562,0.0021852458677011854,-0.06775060034909584,4.952941176470588,493.37200760532573,73.23527315914491,16.597300132660287,8.48931983782001,1.927279147567096,381.165,327.368535714806,66.86229216152019,16.683312266606865,7.752932818739966,1.937264981931767,0.03496792310839852
671e36cc7fa293418ae65232,task2,8,15.822,completed,1.84,0.19873053292192605,415.94,331.50143949583924,1.56,1.6,-0.48,4.78,17.46,1.56,0.1988158842613661,0.0012060997542312098,-0.14697923666674273,4.952941176470588,493.37200760532573,73.8833729216152,15.848878011528894,8.564168343905335,1.8403876375460513,400.96000000000004,331.4677257167604,70.85890736342043,15.855684831532933,8.214813699497999,1.8411779163249142,0.07409266821048698
671e36cc7fa293418ae65232,task2,9,10.857,completed,0.74,0.6896669844902328,357.09000000000003,137.58154112635805,0.7,0.58,0.79,2.53,41.26,0.7,0.6897449453983577,1.4173986108634372e-19,-0.45666395461726667,4.952941176470588,493.37200760532573,62.00154394299288,55.001351554060726,7.190847035866753,6.380758569569998,354.95,137.55074656764867,61.56947743467933,55.00756898277877,7.140866683711552,6.381478369068489,0.22833197730863333
671e36cc7fa293418ae65232,task2,10,11.76,completed,-1.47,0.2476131453393962,238.855,312.1928075909385,-1.26,1.34,0.37,3.63,43.89,-1.26,0.2478635383654698,0.1949659601639515,-0.015370433030890873,4.952941176470588,493.37200760532573,38.12986935866983,19.747295379501725,4.425857425380765,2.2929668744881795,250.09,312.09390234563944,40.39821852731591,19.76726437202054,4.6888665047530225,2.295284964009923,0.10516819659742119
67e2ab30a61684eccd40a3e3,task2,1,12.338,completed,-1.82,0.5414477273588149,220.13,196.1281476932681,-1.81,0.77,0.6,2.16,34.94,-1.81,0.5416228241587246,0.013703746774534377,-0.2799199191747402,5.141176470588236,675.1534715058838,33.091647597254,41.5997882061149,2.8077057905623204,3.529180780196631,220.665,196.05898445730375,33.19570938215102,41.61324100944893,2.8165315040909955,3.530321347162681,0.1468118329746373
67e2ab30a61684eccd40a3e3,task2,2,13.677,completed,-1.55,0.2771181475847454,234.575,300.5383317040256,-1.32,1.27,0.35,2.86,42.95,-1.32,0.27908258910817535,0.23321851800876833,-0.04394006670384088,5.141176470588236,675.1534715058838,35.90131578947368,21.291171178850853,3.045988019256043,1.8066902115597536,246.88,299.76237730227075,38.29473684210526,21.442100524729945,3.248948477833824,1.8194953739317357,0.13857929235630462
67e2ab30a61684eccd40a3e3,task2,3,11.047,completed,0.93,0.2668331472828261,367.255,304.6009068232837,0.7,1.29,-0.5,3.27,22.17,0.7,0.268835663827568,0.021546390353781912,-0.31519698097035653,5.141176470588236,675.1534715058838,61.70863844393592,20.500967780368157,5.233160186620482,1.7396469680628266,354.95,303.80991278811064,59.315217391304344,20.65482245540182,5.030453616215611,1.7527005582888004,0.16837168566206923
67e2ab30a61684eccd40a3e3,task2,4,13.2,completed,-0.32,0.41260930051989153,300.38,247.01932629464284,-0.38,0.98,-0.37,2.08,49.49,-0.38,0.41426619872153103,0.18011088339020284,-0.29546576634400723,5.141176470588236,675.1534715058838,48.70091533180778,31.701046372895554,4.131131769124954,2.6897626236551293,297.17,246.36485150499524,48.07654462242563,31.828346961270945,4.078213541571625,2.7005598019761403,0.23778832486710505
67e2ab30a61684eccd40a3e3,task2,5,22.667,completed,0.45,1.021519700222843,341.57500000000005,6.499718411976973,0.45,0.7,-0.58,2.22,1.34,0.45,1.0215197002228429,0.531452389537775,-0.012770142329805678,5.141176470588236,675.1534715058838,56.71367276887872,78.4840364644896,4.810084692726017,6.652932456305126,341.575,6.499718411977085,56.71367276887871,78.48403646448958,4.810084692726017,6.652932456305124,0.2721112659337903
67e2ab30a61684eccd40a3e3,task2,6,11.136,completed,1.05,0.4694696014680935,373.675,224.55950742010307,0.94,0.73,-0.42,3.25,32.38,0.94,0.4707130861276211,0.23707729961031138,-0.17955147668460206,5.141176470588236,675.1534715058838,62.95737986270023,36.069661028126404,5.338907207882728,3.0602642195186407,367.79,224.06833097958966,61.81270022883295,36.16519877971368,5.241972781554646,3.0683660760080276,0.20831438814745673
67e2ab30a61684eccd40a3e3,task2,7,21.907,completed,-1.13,0.5748988965864734,257.045,182.914935848343,-1.19,0.61,-0.52,3.14,29.34,-1.19,0.5758430649151413,0.40015018957175486,-0.0010526336683468207,5.141176470588236,675.1534715058838,40.27191075514874,44.16986373659232,3.416596143587579,3.747066140727051,253.835,182.5419893585192,39.64754004576659,44.242404815848666,3.3636563219230586,3.7532156282828923,0.20060141162005085
67e2ab30a61684eccd40a3e3,task2,8,9.164,completed,0.34,0.3609418636646173,335.69000000000005,267.4279638524762,0.67,0.89,0.25,4.05,18.12,0.67,0.3634369428993551,0.4780854677864319,-0.10524312625559544,5.141176470588236,675.1534715058838,55.568993135011446,27.731402911989758,4.713110991022427,2.3530487311106696,353.345,266.4424075547547,59.00303203661327,27.923101505368074,5.004011278954193,2.3693100081895433,0.29166429702101365
