participantId,trialId,trialOrder,responseId,answer,duration,cleanedDuration,parameters_taskid,parameters_itemWidthMM,parameters_itemHeightMM,parameters_blindspotAngle,parameters_taskType,parameters_training,parameters_x,parameters_y,parameters_taskIndex
"acd0f51a-3b40-449f-93f8-9a136a166178","block5_test_9","17","slider-x","-4.72","7778","7778","","","","","Block5","false","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","block5_test_9","17","slider-y","0.2","7778","7778","","","","","Block5","false","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","block5_test_9","17","windowEvents","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":51,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","block5_test_6","18","location-x","2.38","7136","7136","","","","","Block5","false","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","block5_test_6","18","location-y","0.06","7136","7136","","","","","Block5","false","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","block5_test_6","18","slider-x","2.39","7136","7136","","","","","Block5","false","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","block5_test_6","18","slider-y","0.05","7136","7136","","","","","Block5","false","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","block5_test_6","18","windowEvents","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":55,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","block5_test_10","19","location-x","-0.32","7350","7350","","","","","Block5","false","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","block5_test_10","19","location-y","0.96","7350","7350","","","","","Block5","false","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","block5_test_10","19","slider-x","-0.39","7350","7350","","","","","Block5","false","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","block5_test_10","19","slider-y","0.95","7350","7350","","","","","Block5","false","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","block5_test_10","19","windowEvents","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":56,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","task2_intro","20","","","5414","5414","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","task2_intro","20","windowEvents","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":19,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","moritz_train_point_1","21","pixelResponse","94","5992","5992","","","","","pointArc","true","","","8"
"acd0f51a-3b40-449f-93f8-9a136a166178","moritz_train_point_1","21","numericResponse","0.53","5992","5992","","","","","pointArc","true","","","8"
"acd0f51a-3b40-449f-93f8-9a136a166178","moritz_train_point_1","21","windowEvents","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":35,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","moritz_train_point_2","22","pixelResponse","98","8786","8786","","","","","pointArc","true","","","9"
"acd0f51a-3b40-449f-93f8-9a136a166178","moritz_train_point_2","22","numericResponse","0.51","8786","8786","","","","","pointArc","true","","","9"
"acd0f51a-3b40-449f-93f8-9a136a166178","moritz_train_point_2","22","windowEvents","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":45,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","task2_test_intro","23","","","4031","4031","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","task2_test_intro","23","windowEvents","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_46","24","pixelResponse","56.00000000000001","3974","3974","","","","","point","","","","139"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_46","24","numericResponse","0.72","3974","3974","","","","","point","","","","139"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_46","24","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":24,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_21","25","pixelResponse","87.99999999999999","3199","3199","","","","","point","","","","66"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_21","25","numericResponse","0.56","3199","3199","","","","","point","","","","66"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_21","25","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":26,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_2","26","pixelResponse","116.00000000000001","3230","3230","","","","","point","","","","7"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_2","26","numericResponse","0.42","3230","3230","","","","","point","","","","7"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_2","26","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":22,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_4","27","pixelResponse","87.99999999999999","5738","5738","","","","","point","","","","17"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_4","27","numericResponse","0.56","5738","5738","","","","","point","","","","17"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_4","27","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":39,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_29","28","pixelResponse","95.99999999999999","3339","3339","","","","","point","","","","90"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_29","28","numericResponse","0.52","3339","3339","","","","","point","","","","90"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_29","28","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":26,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_25","29","pixelResponse","140","6838","6838","","","","","point","","","","78"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_25","29","numericResponse","0.3","6838","6838","","","","","point","","","","78"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_25","29","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":32,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_7","30","pixelResponse","110.00000000000001","6047","6047","","","","","point","","","","28"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_7","30","numericResponse","0.45","6047","6047","","","","","point","","","","28"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_7","30","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":39,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_18","31","pixelResponse","118.00000000000001","7551","7551","","","","","point","","","","55"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_18","31","numericResponse","0.41","7551","7551","","","","","point","","","","55"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_18","31","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":46,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_38","32","pixelResponse","128","6912","6912","","","","","point","","","","115"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_38","32","numericResponse","0.36","6912","6912","","","","","point","","","","115"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_38","32","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":53,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_42","33","pixelResponse","141.99999999999997","3158","3158","","","","","point","","","","127"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_42","33","numericResponse","0.29","3158","3158","","","","","point","","","","127"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_42","33","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":24,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_9","34","pixelResponse","102","3544","3544","","","","","point","","","","30"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_9","34","numericResponse","0.49","3544","3544","","","","","point","","","","30"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_9","34","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":32,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_11","35","pixelResponse","112.00000000000001","3145","3145","","","","","point","","","","40"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_11","35","numericResponse","0.44","3145","3145","","","","","point","","","","40"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_11","35","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":26,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_41","36","pixelResponse","72","3726","3726","","","","","point","","","","126"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_41","36","numericResponse","0.64","3726","3726","","","","","point","","","","126"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_41","36","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":30,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_44","37","pixelResponse","76","3867","3867","","","","","point","","","","137"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_44","37","numericResponse","0.62","3867","3867","","","","","point","","","","137"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_44","37","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":34,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_39","38","pixelResponse","87.99999999999999","4331","4331","","","","","point","","","","124"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_39","38","numericResponse","0.56","4331","4331","","","","","point","","","","124"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_39","38","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":37,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_23","39","pixelResponse","148","7403","7403","","","","","point","","","","76"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_23","39","numericResponse","0.26","7403","7403","","","","","point","","","","76"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_23","39","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":55,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_33","40","pixelResponse","114.00000000000001","6490","6490","","","","","point","","","","102"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_33","40","numericResponse","0.43","6490","6490","","","","","point","","","","102"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_33","40","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":53,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_32","41","pixelResponse","65.99999999999999","10226","10226","","","","","point","","","","101"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_32","41","numericResponse","0.67","10226","10226","","","","","point","","","","101"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_32","41","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":52,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_26","42","pixelResponse","95.99999999999999","4958","4958","","","","","point","","","","79"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_26","42","numericResponse","0.52","4958","4958","","","","","point","","","","79"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_26","42","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":32,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_31","43","pixelResponse","134","8473","8473","","","","","point","","","","100"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_31","43","numericResponse","0.33","8473","8473","","","","","point","","","","100"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_31","43","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":41,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","attention_check","44","attention_check","stock","6220","6220","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","attention_check","44","windowEvents","{""focus"":2,""input"":4,""keydown"":4,""keyup"":4,""mousemove"":21,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_27","45","pixelResponse","108","9171","9171","","","","","point","","","","88"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_27","45","numericResponse","0.46","9171","9171","","","","","point","","","","88"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_27","45","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":28,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_15","46","pixelResponse","100","3039","3039","","","","","point","","","","52"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_15","46","numericResponse","0.5","3039","3039","","","","","point","","","","52"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_15","46","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":23,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_34","47","pixelResponse","65.99999999999999","4642","4642","","","","","point","","","","103"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_34","47","numericResponse","0.67","4642","4642","","","","","point","","","","103"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_34","47","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":32,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","",""
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_6","48","pixelResponse","110.00000000000001","3487","3487","","","","","point","","","","19"
"acd0f51a-3b40-449f-93f8-9a136a166178","point_task_6","48","numericResponse","0.45","3487","3487","","","","","point","","","","19"
