participantId,trialId,trialOrder,responseId,answer,cleanedDuration,parameters_taskid,parameters_itemWidthMM,parameters_itemHeightMM,parameters_blindspotAngle,parameters_taskType,parameters_training,parameters_x,parameters_y,parameters_taskIndex
"654fe6af3517f92a06444ca5","point_task_25","29","pixelResponse","116.00000000000001","7973","","","","","point","","","","76"
"654fe6af3517f92a06444ca5","point_task_25","29","numericResponse","0.42","7973","","","","","point","","","","76"
"654fe6af3517f92a06444ca5","point_task_25","29","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":32,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_10","30","pixelResponse","102","9457","","","","","point","","","","29"
"654fe6af3517f92a06444ca5","point_task_10","30","numericResponse","0.49","9457","","","","","point","","","","29"
"654fe6af3517f92a06444ca5","point_task_10","30","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":54,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_1","31","pixelResponse","95.99999999999999","4347","","","","","point","","","","4"
"654fe6af3517f92a06444ca5","point_task_1","31","numericResponse","0.52","4347","","","","","point","","","","4"
"654fe6af3517f92a06444ca5","point_task_1","31","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":18,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_18","32","pixelResponse","76","7356","","","","","point","","","","53"
"654fe6af3517f92a06444ca5","point_task_18","32","numericResponse","0.62","7356","","","","","point","","","","53"
"654fe6af3517f92a06444ca5","point_task_18","32","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":31,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_42","33","pixelResponse","80","4743","","","","","point","","","","125"
"654fe6af3517f92a06444ca5","point_task_42","33","numericResponse","0.6","4743","","","","","point","","","","125"
"654fe6af3517f92a06444ca5","point_task_42","33","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":20,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_3","34","pixelResponse","102","4782","","","","","point","","","","6"
"654fe6af3517f92a06444ca5","point_task_3","34","numericResponse","0.49","4782","","","","","point","","","","6"
"654fe6af3517f92a06444ca5","point_task_3","34","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":19,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_19","35","pixelResponse","65.99999999999999","7641","","","","","point","","","","54"
"654fe6af3517f92a06444ca5","point_task_19","35","numericResponse","0.67","7641","","","","","point","","","","54"
"654fe6af3517f92a06444ca5","point_task_19","35","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":27,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_11","36","pixelResponse","86","4982","","","","","point","","","","30"
"654fe6af3517f92a06444ca5","point_task_11","36","numericResponse","0.57","4982","","","","","point","","","","30"
"654fe6af3517f92a06444ca5","point_task_11","36","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":19,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_45","37","pixelResponse","114.00000000000001","8744","","","","","point","","","","136"
"654fe6af3517f92a06444ca5","point_task_45","37","numericResponse","0.43","8744","","","","","point","","","","136"
"654fe6af3517f92a06444ca5","point_task_45","37","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":32,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_13","38","pixelResponse","95.99999999999999","3810","","","","","point","","","","40"
"654fe6af3517f92a06444ca5","point_task_13","38","numericResponse","0.52","3810","","","","","point","","","","40"
"654fe6af3517f92a06444ca5","point_task_13","38","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":10,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_14","39","pixelResponse","76","8623","","","","","point","","","","41"
"654fe6af3517f92a06444ca5","point_task_14","39","numericResponse","0.62","8623","","","","","point","","","","41"
"654fe6af3517f92a06444ca5","point_task_14","39","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":34,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_31","40","pixelResponse","108","3983","","","","","point","","","","90"
"654fe6af3517f92a06444ca5","point_task_31","40","numericResponse","0.46","3983","","","","","point","","","","90"
"654fe6af3517f92a06444ca5","point_task_31","40","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_16","41","pixelResponse","94","6329","","","","","point","","","","43"
"654fe6af3517f92a06444ca5","point_task_16","41","numericResponse","0.53","6329","","","","","point","","","","43"
"654fe6af3517f92a06444ca5","point_task_16","41","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_17","42","pixelResponse","86","6387","","","","","point","","","","52"
"654fe6af3517f92a06444ca5","point_task_17","42","numericResponse","0.57","6387","","","","","point","","","","52"
"654fe6af3517f92a06444ca5","point_task_17","42","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":26,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_30","43","pixelResponse","100","3965","","","","","point","","","","89"
"654fe6af3517f92a06444ca5","point_task_30","43","numericResponse","0.5","3965","","","","","point","","","","89"
"654fe6af3517f92a06444ca5","point_task_30","43","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_26","44","pixelResponse","41.99999999999999","8106","","","","","point","","","","77"
"654fe6af3517f92a06444ca5","point_task_26","44","numericResponse","0.79","8106","","","","","point","","","","77"
"654fe6af3517f92a06444ca5","point_task_26","44","windowEvents","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":36,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_41","45","pixelResponse","89.99999999999999","4054","","","","","point","","","","124"
"654fe6af3517f92a06444ca5","point_task_41","45","numericResponse","0.55","4054","","","","","point","","","","124"
"654fe6af3517f92a06444ca5","point_task_41","45","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":15,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_34","46","pixelResponse","41.99999999999999","7590","","","","","point","","","","101"
"654fe6af3517f92a06444ca5","point_task_34","46","numericResponse","0.79","7590","","","","","point","","","","101"
"654fe6af3517f92a06444ca5","point_task_34","46","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":25,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_39","47","pixelResponse","122","7428","","","","","point","","","","114"
"654fe6af3517f92a06444ca5","point_task_39","47","numericResponse","0.39","7428","","","","","point","","","","114"
"654fe6af3517f92a06444ca5","point_task_39","47","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":25,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_2","48","pixelResponse","106","6895","","","","","point","","","","5"
"654fe6af3517f92a06444ca5","point_task_2","48","numericResponse","0.47","6895","","","","","point","","","","5"
"654fe6af3517f92a06444ca5","point_task_2","48","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":32,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_21","49","pixelResponse","114.00000000000001","6169","","","","","point","","","","64"
"654fe6af3517f92a06444ca5","point_task_21","49","numericResponse","0.43","6169","","","","","point","","","","64"
"654fe6af3517f92a06444ca5","point_task_21","49","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":22,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_29","50","pixelResponse","104.00000000000001","5049","","","","","point","","","","88"
"654fe6af3517f92a06444ca5","point_task_29","50","numericResponse","0.48","5049","","","","","point","","","","88"
"654fe6af3517f92a06444ca5","point_task_29","50","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","attention_check","51","attention_check","stock","15022","","","","","","","","",""
"654fe6af3517f92a06444ca5","attention_check","51","windowEvents","{""focus"":2,""input"":4,""keydown"":4,""keyup"":3,""mousemove"":22,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_46","52","pixelResponse","62.000000000000014","9080","","","","","point","","","","137"
"654fe6af3517f92a06444ca5","point_task_46","52","numericResponse","0.69","9080","","","","","point","","","","137"
"654fe6af3517f92a06444ca5","point_task_46","52","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":36,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":4,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_12","53","pixelResponse","92","4059","","","","","point","","","","31"
"654fe6af3517f92a06444ca5","point_task_12","53","numericResponse","0.54","4059","","","","","point","","","","31"
"654fe6af3517f92a06444ca5","point_task_12","53","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_48","54","pixelResponse","52.00000000000001","4879","","","","","point","","","","139"
"654fe6af3517f92a06444ca5","point_task_48","54","numericResponse","0.74","4879","","","","","point","","","","139"
"654fe6af3517f92a06444ca5","point_task_48","54","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":18,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_32","55","pixelResponse","104.00000000000001","7231","","","","","point","","","","91"
"654fe6af3517f92a06444ca5","point_task_32","55","numericResponse","0.48","7231","","","","","point","","","","91"
"654fe6af3517f92a06444ca5","point_task_32","55","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":29,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_38","56","pixelResponse","78","6099","","","","","point","","","","113"
"654fe6af3517f92a06444ca5","point_task_38","56","numericResponse","0.61","6099","","","","","point","","","","113"
"654fe6af3517f92a06444ca5","point_task_38","56","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":19,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_33","57","pixelResponse","162","9521","","","","","point","","","","100"
"654fe6af3517f92a06444ca5","point_task_33","57","numericResponse","0.19","9521","","","","","point","","","","100"
"654fe6af3517f92a06444ca5","point_task_33","57","windowEvents","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":37,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_23","58","pixelResponse","106","6162","","","","","point","","","","66"
"654fe6af3517f92a06444ca5","point_task_23","58","numericResponse","0.47","6162","","","","","point","","","","66"
"654fe6af3517f92a06444ca5","point_task_23","58","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":23,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_40","59","pixelResponse","67.99999999999999","3809","","","","","point","","","","115"
"654fe6af3517f92a06444ca5","point_task_40","59","numericResponse","0.66","3809","","","","","point","","","","115"
"654fe6af3517f92a06444ca5","point_task_40","59","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_4","60","pixelResponse","106","5948","","","","","point","","","","7"
"654fe6af3517f92a06444ca5","point_task_4","60","numericResponse","0.47","5948","","","","","point","","","","7"
"654fe6af3517f92a06444ca5","point_task_4","60","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_36","61","pixelResponse","43.99999999999999","7817","","","","","point","","","","103"
"654fe6af3517f92a06444ca5","point_task_36","61","numericResponse","0.78","7817","","","","","point","","","","103"
"654fe6af3517f92a06444ca5","point_task_36","61","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":36,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_47","62","pixelResponse","154","6974","","","","","point","","","","138"
"654fe6af3517f92a06444ca5","point_task_47","62","numericResponse","0.23","6974","","","","","point","","","","138"
"654fe6af3517f92a06444ca5","point_task_47","62","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":24,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_5","63","pixelResponse","116.00000000000001","6761","","","","","point","","","","16"
"654fe6af3517f92a06444ca5","point_task_5","63","numericResponse","0.42","6761","","","","","point","","","","16"
"654fe6af3517f92a06444ca5","point_task_5","63","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":21,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_35","64","pixelResponse","156","6244","","","","","point","","","","102"
"654fe6af3517f92a06444ca5","point_task_35","64","numericResponse","0.22","6244","","","","","point","","","","102"
"654fe6af3517f92a06444ca5","point_task_35","64","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":25,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_22","65","pixelResponse","98","4038","","","","","point","","","","65"
"654fe6af3517f92a06444ca5","point_task_22","65","numericResponse","0.51","4038","","","","","point","","","","65"
"654fe6af3517f92a06444ca5","point_task_22","65","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_8","66","pixelResponse","86","5571","","","","","point","","","","19"
"654fe6af3517f92a06444ca5","point_task_8","66","numericResponse","0.57","5571","","","","","point","","","","19"
"654fe6af3517f92a06444ca5","point_task_8","66","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":19,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_9","67","pixelResponse","128","6945","","","","","point","","","","28"
"654fe6af3517f92a06444ca5","point_task_9","67","numericResponse","0.36","6945","","","","","point","","","","28"
"654fe6af3517f92a06444ca5","point_task_9","67","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":25,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","attention_check","68","attention_check","stock","20028","","","","","","","","",""
"654fe6af3517f92a06444ca5","attention_check","68","windowEvents","{""focus"":2,""input"":3,""keydown"":4,""keyup"":3,""mousemove"":28,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_15","69","pixelResponse","118.00000000000001","7754","","","","","point","","","","42"
"654fe6af3517f92a06444ca5","point_task_15","69","numericResponse","0.41","7754","","","","","point","","","","42"
"654fe6af3517f92a06444ca5","point_task_15","69","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":27,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_27","70","pixelResponse","164.00000000000003","7662","","","","","point","","","","78"
"654fe6af3517f92a06444ca5","point_task_27","70","numericResponse","0.18","7662","","","","","point","","","","78"
"654fe6af3517f92a06444ca5","point_task_27","70","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":29,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_43","71","pixelResponse","86","5390","","","","","point","","","","126"
"654fe6af3517f92a06444ca5","point_task_43","71","numericResponse","0.57","5390","","","","","point","","","","126"
"654fe6af3517f92a06444ca5","point_task_43","71","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":21,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_28","72","pixelResponse","46","8261","","","","","point","","","","79"
"654fe6af3517f92a06444ca5","point_task_28","72","numericResponse","0.77","8261","","","","","point","","","","79"
"654fe6af3517f92a06444ca5","point_task_28","72","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":32,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","point_task_37","73","pixelResponse","120","6615","","","","","point","","","","112"
"654fe6af3517f92a06444ca5","point_task_37","73","numericResponse","0.4","6615","","","","","point","","","","112"
"654fe6af3517f92a06444ca5","point_task_37","73","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":28,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"654fe6af3517f92a06444ca5","post_study","74","gender","Male","13796","","","","","","","","",""
"654fe6af3517f92a06444ca5","post_study","74","gender-other","","13796","","","","","","","","",""
"654fe6af3517f92a06444ca5","post_study","74","age","39","13796","","","","","","","","",""
"654fe6af3517f92a06444ca5","post_study","74","feedback","No","13796","","","","","","","","",""
"654fe6af3517f92a06444ca5","post_study","74","feedback-text","","13796","","","","","","","","",""
"654fe6af3517f92a06444ca5","post_study","74","strategy","","13796","","","","","","","","",""
"654fe6af3517f92a06444ca5","post_study","74","windowEvents","{""focus"":5,""input"":3,""keydown"":1,""keyup"":1,""mousemove"":40,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":8,""visibility"":2}","","","","","","","","","",""
"69bc413db3462e13d3f11e29","participantTags","","participantTags","[""virtual-chinrest""]","","","","","","","","","",""
"69bc413db3462e13d3f11e29","introduction","0","prolificId","69bc413db3462e13d3f11e29","3750","","","","","","","","",""
"69bc413db3462e13d3f11e29","introduction","0","windowEvents","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":23,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"69bc413db3462e13d3f11e29","consent","1","consentApproval","Accept","54769","","","","","","","","",""
"69bc413db3462e13d3f11e29","consent","1","windowEvents","{""focus"":2,""input"":1,""keydown"":0,""keyup"":0,""mousemove"":290,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":23,""visibility"":0}","","","","","","","","","",""
"69bc413db3462e13d3f11e29","chinrest_intro","2","","","6213","","","","","","","","",""
"69bc413db3462e13d3f11e29","chinrest_intro","2","windowEvents","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":35,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","",""
"69bc413db3462e13d3f11e29","$virtual-chinrest.components.card-size","3","pixelsPerMM","10.02336448598131","17707","pixelsPerMM","85.6","53.98","","","","","",""
"69bc413db3462e13d3f11e29","$virtual-chinrest.components.card-size","3","windowEvents","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":108,""mousedown"":4,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"69bc413db3462e13d3f11e29","$virtual-chinrest.components.blindspot-distance","4","dist-calibration-MM","333.2783538186844","166934","","","","13.5","","","","",""
"69bc413db3462e13d3f11e29","$virtual-chinrest.components.blindspot-distance","4","dist-calibration-CM","33.32783538186844","166934","","","","13.5","","","","",""
"69bc413db3462e13d3f11e29","$virtual-chinrest.components.blindspot-distance","4","ball-positions","[1048,832,864,866,880]","166934","","","","13.5","","","","",""
"69bc413db3462e13d3f11e29","$virtual-chinrest.components.blindspot-distance","4","square-position","1700","166934","","","","13.5","","","","",""
"69bc413db3462e13d3f11e29","$virtual-chinrest.components.blindspot-distance","4","windowEvents","{""focus"":0,""input"":0,""keydown"":10,""keyup"":10,""mousemove"":32,""mousedown"":0,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"69bc413db3462e13d3f11e29","study_overview","5","","","12349","","","","","","","","",""
"69bc413db3462e13d3f11e29","study_overview","5","windowEvents","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":75,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"69bc413db3462e13d3f11e29","task1_intro","6","","","16374","","","","","","","","",""
"69bc413db3462e13d3f11e29","task1_intro","6","windowEvents","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":43,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"69bc413db3462e13d3f11e29","block5_train_1","7","location-x","0.2","27458","","","","","Block5","true","0.2","0.75",""
"69bc413db3462e13d3f11e29","block5_train_1","7","location-y","0.75","27458","","","","","Block5","true","0.2","0.75",""
"69bc413db3462e13d3f11e29","block5_train_1","7","slider-x","0.22","27458","","","","","Block5","true","0.2","0.75",""
"69bc413db3462e13d3f11e29","block5_train_1","7","slider-y","0.75","27458","","","","","Block5","true","0.2","0.75",""
"69bc413db3462e13d3f11e29","block5_train_1","7","windowEvents","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":93,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"69bc413db3462e13d3f11e29","block5_train_2","8","location-x","-1.5","17182","","","","","Block5","true","-1.5","0.4",""
"69bc413db3462e13d3f11e29","block5_train_2","8","location-y","0.4","17182","","","","","Block5","true","-1.5","0.4",""
"69bc413db3462e13d3f11e29","block5_train_2","8","slider-x","-1.49","17182","","","","","Block5","true","-1.5","0.4",""
"69bc413db3462e13d3f11e29","block5_train_2","8","slider-y","0.4","17182","","","","","Block5","true","-1.5","0.4",""
"69bc413db3462e13d3f11e29","block5_train_2","8","windowEvents","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":82,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"69bc413db3462e13d3f11e29","task1_test_intro","9","","","8041","","","","","","","","",""
"69bc413db3462e13d3f11e29","task1_test_intro","9","windowEvents","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":35,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"69bc413db3462e13d3f11e29","block5_test_8","10","location-x","3.29","22887","","","","","Block5","false","","",""
"69bc413db3462e13d3f11e29","block5_test_8","10","location-y","0.03","22887","","","","","Block5","false","","",""
"69bc413db3462e13d3f11e29","block5_test_8","10","slider-x","3.29","22887","","","","","Block5","false","","",""
"69bc413db3462e13d3f11e29","block5_test_8","10","slider-y","0.03","22887","","","","","Block5","false","","",""
"69bc413db3462e13d3f11e29","block5_test_8","10","windowEvents","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":111,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"69bc413db3462e13d3f11e29","block5_test_5","11","location-x","1.82","54512","","","","","Block5","false","","",""
"69bc413db3462e13d3f11e29","block5_test_5","11","location-y","0.94","54512","","","","","Block5","false","","",""
"69bc413db3462e13d3f11e29","block5_test_5","11","slider-x","1.72","54512","","","","","Block5","false","","",""
"69bc413db3462e13d3f11e29","block5_test_5","11","slider-y","0.94","54512","","","","","Block5","false","","",""
"69bc413db3462e13d3f11e29","block5_test_5","11","windowEvents","{""focus"":5,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":140,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"69bc413db3462e13d3f11e29","block5_test_3","12","location-x","1.37","28863","","","","","Block5","false","","",""
"69bc413db3462e13d3f11e29","block5_test_3","12","location-y","0.42","28863","","","","","Block5","false","","",""
"69bc413db3462e13d3f11e29","block5_test_3","12","slider-x","1.36","28863","","","","","Block5","false","","",""
"69bc413db3462e13d3f11e29","block5_test_3","12","slider-y","0.43","28863","","","","","Block5","false","","",""
"69bc413db3462e13d3f11e29","block5_test_3","12","windowEvents","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":108,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","",""
"69bc413db3462e13d3f11e29","block5_test_10","13","location-x","-3.86","32508","","","","","Block5","false","","",""
"69bc413db3462e13d3f11e29","block5_test_10","13","location-y","0.86","32508","","","","","Block5","false","","",""
